sentence_id,language_name,noise_type,text
65,English_CodeSwitch,code_switch,"Both internal and external 是 have 就 successfully implemented, leading to a remarkable increase in 不 judicial activity, thanks not in the の to the additional nine ad litem で"
66,English_Clean,clean,It's none of my business if he's gay or not
66,English_CharNoise,char_noise,It's noteof my busineds if he'sgay or nnot
66,English_Shuffled,word_shuffle,none he's my of business if It's gay or not
66,English_CodeSwitch,code_switch,を none of my business 在 he's gay or not
67,English_Clean,clean,"In a situation in which more than 3 million Somalis are in dire need of assistance, humanitarian access should continue to be a priority for the international community as a whole."
67,English_CharNoise,char_noise,"In a situuation n which more than 3 million Somalis are in dire need of assistance, humannitarian accss should continu to be a priority for the internationaal communnity ass a wholle."
67,English_Shuffled,word_shuffle,"In Somalis situation in which 3 than a million a community in for need the are humanitarian access be continue to should whole. priority dire of international assistance, as a more"
67,English_CodeSwitch,code_switch,In 有 ます in which more than と million Somalis are in を need of 人 humanitarian access should continue to be 的 です 就 the international community as 和 whole.
68,English_Clean,clean,"12 Ibid., sect. I; see also A/CONF.164/37."
68,English_CharNoise,char_noise,"1e Ibid.., kect. I; see also A/CONF.164/377."
68,English_Shuffled,word_shuffle,"12 Ibid., I; see sect. also A/CONF.164/37."
68,English_CodeSwitch,code_switch,"12 Ibid., sect. I; see also A/CONF.164/37."
69,English_Clean,clean,"We hail the designation of the new Executive Director, Ambassador Mike Smith, who will bear the huge responsibility deriving from the many tasks of the Counter-Terrorism Committee Executive Directorate (CTED) mandate."
69,English_CharNoise,char_noise,"We hail the esignation of the new Executive Director, Ambassador Mike Smith, who willzbear the huge responsibility eriving froom the many tasks of the Counter-Terrorism Committee Executivve Directorate (CTED) mandate."
69,English_Shuffled,word_shuffle,"We Director, huge designation Ambassador hail new Executive will bear Mike Smith, who Executive of the the responsibility deriving from the many tasks of the Counter-Terrorism Committee (CTED) Directorate the mandate."
69,English_CodeSwitch,code_switch,"We hail the 是 of the new Executive Director, Ambassador Mike Smith, 的 will 在 我 huge responsibility deriving from the many も of the 和 Committee Executive と (CTED) mandate."
70,English_Clean,clean,Girls reported sexual harassment or incidents of rape.
70,English_CharNoise,char_noise,Girls reporte sexual harassment ot incidns of rape.
70,English_Shuffled,word_shuffle,Girls reported rape. sexual or incidents of harassment
70,English_CodeSwitch,code_switch,Girls reported sexual harassment or 有 of rape.
71,English_Clean,clean,"Mr. Quinn, yoo-hoo."
71,English_CharNoise,char_noise,"Mr. Quinn, yoo-hoo."
71,English_Shuffled,word_shuffle,"Mr. Quinn, yoo-hoo."
71,English_CodeSwitch,code_switch,"Mr. Quinn, 就"
72,English_Clean,clean,Third World Institute
72,English_CharNoise,char_noise,Third World Institute
72,English_Shuffled,word_shuffle,Third World Institute
72,English_CodeSwitch,code_switch,Third World Institute
73,English_Clean,clean,The requisite data in the field mission logistics system databases is downloaded into a data warehouse from the hub-servers containing the production data.
73,English_CharNoise,char_noise,The reqeisite dafa in the field mission logistics system databases is downloaded nto a data warehouuse from he hubseergers containing the production data.
73,English_Shuffled,word_shuffle,The hub-servers in data requisite field mission logistics system is databases downloaded into a the warehouse from the data containing the production data.
73,English_CodeSwitch,code_switch,The requisite data in も field mission logistics system databases is downloaded into 人 data warehouse from the hub-servers containing the production data.
74,English_Clean,clean,The majority of victims have been innocent and defenceless women and children.
74,English_CharNoise,char_noise,The majorityhof viutims have been innoceent andd defenceless vomenacd children.
74,English_Shuffled,word_shuffle,and majority of women have been innocent The and victims defenceless children.
74,English_CodeSwitch,code_switch,The majority of victims have been 就 を 不 women 有 children.
75,English_Clean,clean,Posts funded under the Regular Budget are presented in Table II.8.
75,English_CharNoise,char_noise,Posts funded under the Regular Budget aare presente in Table II.8.
75,English_Shuffled,word_shuffle,Posts funded under the Regular II.8. Budget in presented Table are
75,English_CodeSwitch,code_switch,是 就 は は Regular Budget are presented in 我 II.8.
76,English_Clean,clean,The persistent problems and challenges of the future identified in the current plan period will continue to be both valid and relevant to the Organization over the next four-year period.
76,English_CharNoise,char_noise,The persiistent problems and hallenges of the future identfied ithe current plan period will continue to bm both validvand welevant to the Organizanion over thee next four-year period.
76,English_Shuffled,word_shuffle,plan persistent both four-year challenges of the to the identified the current The period will continue over be problems valid and next to in Organization and the relevant future period.
76,English_CodeSwitch,code_switch,The persistent problems and challenges of で future 的 in the current plan 就 都 continue to be both が and relevant to the Organization over the next four-year period.
77,English_Clean,clean,"The group welcomes the efforts of the IAEA to assist countries which, on a voluntary basis, have chosen to take steps to minimise the use of HEU in civilian nuclear applications."
77,English_CharNoise,char_noise,"The group welcomes the efforts of the IAEA to assistt couutriesgwhich,  on a volunvry basis, have chosen to take steps to minimise the use of HEU incivilian nucleay  applications."
77,English_Shuffled,word_shuffle,"which, of welcomes to steps of the IAEA to assist on efforts countries a voluntary basis, have chosen to applications. the the minimise The use nuclear HEU in civilian group take"
77,English_CodeSwitch,code_switch,"The group welcomes も efforts of the IAEA to assist 和 which, on a が basis, have chosen 是 人 steps to minimise と use が HEU in 人 nuclear applications."
78,English_Clean,clean,Unbelievable!
78,English_CharNoise,char_noise,Ubeliivable!
78,English_Shuffled,word_shuffle,Unbelievable!
78,English_CodeSwitch,code_switch,Unbelievable!
79,English_Clean,clean,"And what your husband said... if Columbus had done it, we'd all be Indians."
79,English_CharNoise,char_noise,"AAnd what your husband said... if Columbs had don it, wed all be Indians."
79,English_Shuffled,word_shuffle,"be if your done said... what Columbus had all it, we'd husband And Indians."
79,English_CodeSwitch,code_switch,"And what your husband said... ます Columbus の 是 it, we'd all be Indians."
80,English_Clean,clean,Dissemination of information about the Fund
80,English_CharNoise,char_noise,Dissemination oh information about the gunk
80,English_Shuffled,word_shuffle,about of information Dissemination the Fund
80,English_CodeSwitch,code_switch,Dissemination of information が the Fund
81,English_Clean,clean,"The Council has also adopted resolution 1402 (2002), demanding the immediate cessation of violence and calling for the implementation of a meaningful ceasefire and the withdrawal of Israeli troops from Palestinian cities."
81,English_CharNoise,char_noise,"The Council has also adoyted resolutioon 1402 (2002),, demanding the immediate cessation ofjviiolence and calliqg for he implementation of a meaninngful ceasefire andd the ithdrawal of Iraeli troops from Palesinian cities."
81,English_Shuffled,word_shuffle,"Israeli has Council adopted also resolution 1402 withdrawal demanding calling Palestinian cessation of violence The the for of implementation the a meaningful ceasefire and (2002), the of and troops from immediate cities."
81,English_CodeSwitch,code_switch,"The 就 has also adopted resolution 在 (2002), 人 ます の を of violence and calling for the implementation は a meaningful で and the withdrawal に Israeli troops from Palestinian 有"
82,English_Clean,clean,The networks use primarily household survey data.
82,English_CharNoise,char_noise,The networks uuse primarily household survey data.
82,English_Shuffled,word_shuffle,The networks data. primarily use survey household
82,English_CodeSwitch,code_switch,The networks です primarily が survey 我
83,English_Clean,clean,How about we scare the shit out of them?
83,English_CharNoise,char_noise,How about we scare the shit out of them?
83,English_Shuffled,word_shuffle,out about we scare the How shit of them?
83,English_CodeSwitch,code_switch,How about we です the shit out of で
84,English_Clean,clean,Information on voluntary quantitative commitments for Kazakhstan for the period of 2008-2012.
84,English_CharNoise,char_noise,Informatioon on voluntary quantitative commitments for Kazakhstan for thee period off 2008-2012.
84,English_Shuffled,word_shuffle,Information on 2008-2012. quantitative commitments for period the for Kazakhstan of voluntary
84,English_CodeSwitch,code_switch,Information と voluntary quantitative commitments for Kazakhstan for 和 period of 2008-2012.
85,English_Clean,clean,"With regard to the role of civil society, interaction with UNCTAD was considered of great value, and deeper involvement in its work was requested, particularly in substantive discussions."
85,English_CharNoise,char_noise,"With regarrd to the role of civil society, interaction with UNCTAD was consdered of ggreat value, and deeper iinvolvemnt in its ork was requested, particularly in substantie discussion."
85,English_Shuffled,word_shuffle,"With regard to with role work and society, interaction discussions. UNCTAD was involvement its great value, in requested, considered civil of of was deeper particularly in substantive the"
85,English_CodeSwitch,code_switch,"With regard 不 the role of civil society, interaction with と was considered of great value, 就 deeper も in 有 在 ます 的 particularly in 的 discussions."
86,English_Clean,clean,It provides an overview of the selected core social and economic indicators and then details the methodology for compiling and reporting these indicators.
86,English_CharNoise,char_noise,It provides an overviet of the selected core sfcial and economic indicators andthen details the methodology for compiling and reporting these indicators.
86,English_Shuffled,word_shuffle,compiling provides of overview It reporting selected core social and economic these and then details the methodology for the and an indicators indicators.
86,English_CodeSwitch,code_switch,It provides an overview ます the selected core social です economic indicators が 有 details 和 に for compiling 我 reporting these 我
87,English_Clean,clean,- Is what with an...
87,English_CharNoise,char_noise,- Iss what with  an.o.
87,English_Shuffled,word_shuffle,what Is - with an...
87,English_CodeSwitch,code_switch,都 在 what with an...
88,English_Clean,clean,"What would the Senate do with me, an inexperienced legislator who lacks self-deception, which is essential when seeking to guide others?"
88,English_CharNoise,char_noise,"Whatt woulld the Sewate dh with me, xninexperiencedelegislator who lacks self-deception, whichzis essential wheen seeking to guide ohers?"
88,English_Shuffled,word_shuffle,"who would the seeking do with others? an essential legislator me, lacks self-deception, guide is inexperienced when Senate to which What"
88,English_CodeSwitch,code_switch,What に the Senate do with は an inexperienced legislator who lacks 人 which is essential when seeking to guide です
89,English_Clean,clean,"With regard to UNMIK, the Court stated that it was “a subsidiary organ of the UN created under Chapter VII of the Charter so that the impugned inaction was, in principle, `attributable' to the UN in the same sense”."
89,English_CharNoise,char_noise,"Withh regard tovUNMIIK,, the Court stated tha it was “a subsidiary organ of the UN created underr Charter VII of thebChrter so that the impugned inaction was, in principle,, `attribtable' to the  UN in he same sense”."
89,English_Shuffled,word_shuffle,"of regard Charter UNMIK, the Court the that it was sense”. the organ principle, stated to of under Chapter VII created subsidiary UN so that the With inaction was, in impugned `attributable' in the UN to the same “a"
89,English_CodeSwitch,code_switch,"With regard 和 UNMIK, the Court stated that it was “a subsidiary organ of the UN created under Chapter VII of と 人 so that the も inaction was, in principle, `attributable' 在 the UN in 不 same sense”."
90,English_Clean,clean,"Evaluation methodologies included desk reviews; observations at project sites; focus group discussions; and interviews with children, teachers and other key informants."
90,English_CharNoise,char_noise,"Evaluation methodologies included desk reviews; obseervatios at project sites focushgroup discussions; and interviews with childrn, teachers and other key informants."
90,English_Shuffled,word_shuffle,"Evaluation methodologies included reviews; desk focus at and discussions; observations sites; teachers and interviews with children, group project other key informants."
90,English_CodeSwitch,code_switch,"Evaluation methodologies included を reviews; observations at project sites; focus group 有 and に with children, teachers and other key informants."
91,English_Clean,clean,"With a common tariff structure, port users will experience common or at least similar billing procedures from all ports within the region, which may be particularly useful for shipping lines calling at several ports."
91,English_CharNoise,char_noise,"With a common tariiff stucture, port uusers will experience commoon or at least similar billing procedures from allsports wiahiw thq region, which may be particularlyy sful foo shippping lins callingg at several ports."
91,English_Shuffled,word_shuffle,"With experience common tariff lines procedures users will port common or for least similar billing may from all ports within the region, a at at particularly useful which shipping be calling structure, several ports."
91,English_CodeSwitch,code_switch,"With a common tariff structure, port users 的 experience common or at least similar billing procedures from で ports within the 都 which 在 も 在 useful for shipping lines 有 at several ports."
92,English_Clean,clean,"The non-political and non-religious organization has activities in 23 countries in North America, the Caribbean, South America, Europe and Australia."
92,English_CharNoise,char_noise,"The non-politcal and nnoon-religious orgapization has activities in 23 countries zn orth America, the Caribbean, South merica, Europe and Australia."
92,English_Shuffled,word_shuffle,"The Europe and non-religious has countries activities in 23 America, Australia. North organization the Caribbean, South America, non-political and in"
92,English_CodeSwitch,code_switch,"に non-political and non-religious organization has が です 的 countries in North America, で Caribbean, South ます 不 在 Australia."
93,English_Clean,clean,Almost all respondents felt that the design of the MTSP helped bring greater clarity to the roles that UNICEF plays in support of national development and in relation to other partners.
93,English_CharNoise,char_noise,Almost all respondents felt tht the design of he MTP hvlpd bring grnaater clarity to the roles that UNICCEF plays in spport of national developmeut andd increlattion to other partners..
93,English_Shuffled,word_shuffle,other all the to plays respondents design of that MTSP helped roles greater clarity felt the bring that UNICEF to in support Almost national development and in relation the of partners.
93,English_CodeSwitch,code_switch,は all respondents felt 就 the design ます the は helped bring です clarity to the roles that UNICEF plays in support of です development and in relation 我 other partners.
94,English_Clean,clean,"For example, there was no institutional forum at which substantive rules on the responsibility of international organizations could be addressed."
94,English_CharNoise,char_noise,"For example, there was nr institutional forum at which substantive ruleslon the responsibilits of international organizations could be addresssed."
94,English_Shuffled,word_shuffle,"For example, substantive responsibility rules institutional was at the there which on no forum of international organizations could be addressed."
94,English_CodeSwitch,code_switch,"For example, there was と institutional forum at which substantive rules on the responsibility of 不 organizations could be addressed."
95,English_Clean,clean,"Liberalization can safely proceed only gradually in pace with the capacity of the domestic financial system and when there is no serious macroeconomic disequilibrium, financial institutions are solvent, and an effective system of prudential supervision is in place."
95,English_CharNoise,char_noise,"Liberalization can  safely proceed only gradually in pace with the capacity of the domestic financial system  and when there is no serious macroeconomic iseequilibriue, financial institutgons aree solvent, and an effctive systmmf prudential supervision is in place."
95,English_Shuffled,word_shuffle,"Liberalization in safely disequilibrium, only gradually can pace with of of financial the serious financial system there when and is no domestic macroeconomic institutions the proceed are solvent, and an effective system capacity prudential supervision in is place."
95,English_CodeSwitch,code_switch,"Liberalization can safely proceed only gradually 我 pace with the capacity 不 の domestic financial system も when 在 is no serious 都 disequilibrium, financial institutions are solvent, 人 an の system 和 prudential supervision is in place."
96,English_Clean,clean,"Here, there may be a need for more appropriate regulatory instruments that fully recognize the close connection between macroeconomic cycles and risk-taking by financial institutions."
96,English_CharNoise,char_noise,"Here,  there mayabe aa need for more  appropriate regulatory instrumeents tsat fully reognize the close clnnection betweenmacroeconomic cycles and risk-taking by financial nstitutions."
96,English_Shuffled,word_shuffle,"institutions. Here, may close there by for more appropriate regulatory instruments that fully recognize macroeconomic need connection between the cycles and risk-taking be financial a"
96,English_CodeSwitch,code_switch,"Here, there may be a need for more appropriate 有 的 人 fully recognize the ます connection 的 は 我 and risk-taking by financial institutions."
97,English_Clean,clean,Table A3.1.1 Hazard statement codes for physical hazards
97,English_CharNoise,char_noise,Table 3.1.1 Hazard sjatemegt codes for phyysical hazards
97,English_Shuffled,word_shuffle,codes A3.1.1 Hazard hazards Table for physical statement
97,English_CodeSwitch,code_switch,Table 是 Hazard statement 不 for physical hazards
98,English_Clean,clean,-We stay here tonight.
98,English_CharNoise,char_noise,rWe stay here tonight.
98,English_Shuffled,word_shuffle,-We here stay tonight.
98,English_CodeSwitch,code_switch,-We 我 here tonight.
99,English_Clean,clean,"He drew particular attention to the second, third, fourth, sixth and ninth preambular paragraphs, and to paragraphs 2, 3, 4, 9 and 10."
99,English_CharNoise,char_noise,"Hedrew particular atention to the second, third, fourth, sixth and niinth preambular paragraphs, andtoo paragraphs 2, 3, 4 9 and 10."
99,English_Shuffled,word_shuffle,"and drew particular attention to the sixth third, fourth, 10. and ninth preambular paragraphs, 2, paragraphs to second, 3, 4, 9 and He"
99,English_CodeSwitch,code_switch,"He drew particular attention 和 は second, third, fourth, sixth and ninth に paragraphs, and to paragraphs 2, 3, 4, 9 and 10."
100,English_Clean,clean,"Subparagraph (a) concerned the breach of an obligation in a bilateral relationship, for example under a bilateral treaty or a multilateral treaty creating a bundle of bilateral relations."
100,English_CharNoise,char_noise,"Subparagraph (a) concerned the breachof aan obliation in a bilateral relationshi, for example under a bilateral treaty or a multilateral  treaty creaiing a bundle of bilateral relations."
100,English_Shuffled,word_shuffle,"obligation (a) concerned Subparagraph breach for an the in bilateral bilateral relationship, under treaty of a bilateral example or a multilateral treaty creating a a bundle of relations."
100,English_CodeSwitch,code_switch,"Subparagraph と concerned the breach of も obligation in a bilateral relationship, for example under a bilateral treaty or a multilateral treaty 是 a bundle of bilateral も"
101,English_Clean,clean,“This Day of Solidarity is a day of mourning and a day of grief.
101,English_CharNoise,char_noise,“This Day of Solidariity is a day of mournig and a day ofrgrief.
101,English_Shuffled,word_shuffle,“This day of mourning Day a is of Solidarity grief. a day of and
101,English_CodeSwitch,code_switch,“This Day of に is a day of mourning and a day of grief.
102,English_Clean,clean,Red pepper.
102,English_CharNoise,char_noise,Rd pepper.
102,English_Shuffled,word_shuffle,Red pepper.
102,English_CodeSwitch,code_switch,Red 有
103,English_Clean,clean,"(d) It freezes the funds, other financial assets and economic resources which are on its territories that are owned or controlled by the persons or entities designated in the annex to resolution 1737 (2006), as well as those of additional persons or entities designated by the Security Council or by the Committee as being engaged in, directly associated with or providing support for Iran's proliferation sensitive nuclear activities;"
103,English_CharNoise,char_noise,"() It freezzes he funds, oheb financil assets and economiic resource which are on its tergitories that are owned or cmntrolled by the persons or entities designated in the annex podresolution 1737 (2006), as well as those of additional persond  or entities designated by the Security Council or bythe Committee as  being engaged  in, directly associated withh or providing support for Iran's proliferaton sensitive nuclear qctirities;"
103,English_Shuffled,word_shuffle,"are other freezes the or (2006), financial assets 1737 as or which are sensitive with Council that engaged in or controlled by nuclear persons on entities being for the annex to resolution and as It well as those economic additional persons or designated designated by the Security territories resources by the Committee of entities (d) in, directly associated its or providing support owned Iran's proliferation funds, the activities;"
103,English_CodeSwitch,code_switch,"(d) It freezes the funds, other financial で and economic resources which are on its territories も are owned or controlled by the persons 不 entities designated in the で 人 resolution を (2006), as well as those of additional persons or 都 designated by the Security Council or by the Committee as being engaged in, directly 人 的 or providing は を Iran's 有 sensitive nuclear activities;"
104,English_Clean,clean,"As agreed by the members of the Committee, today's meeting will also include my first detailed oral assessment of Member States' implementation of the relevant Council measures imposed by resolutions 1267 (1999), 1333 (2000) and 1390 (2002)."
104,English_CharNoise,char_noise,"As agreeed y the members of the Committee, today's meeting will alsso includemypfirs detailed oral assessment of Member States' implemntation of the rellevant douncil measures imposed by  resolutions 1267 (1999), 1333 (2000) and 1390 (2a02)."
104,English_Shuffled,word_shuffle,"agreed (2000) by the members relevant the resolutions Committee, of will also include my first today's detailed assessment of Member States' implementation of the As oral measures imposed by Council 1267 (1999), 1333 (2002). and 1390 meeting"
104,English_CodeSwitch,code_switch,"As agreed by the members of the Committee, today's 的 will also include my first detailed oral assessment of Member States' ます of the relevant Council measures 我 by resolutions 1267 (1999), 1333 在 and 1390 (2002)."
105,English_Clean,clean,Its success will be measured by its impact on the ground and by its ability to make efficient cooperation possible between the United Nations and the AU.
105,English_CharNoise,char_noise,Its succes will be measuredwby its imact on the groud and by its ability to make efficientcoooperation possible bbetween the United Natios and the AU.
105,English_Shuffled,word_shuffle,Its between the be measured cooperation its impact make to ground and by its AU. the on ability by the success will United Nations and possible efficient
105,English_CodeSwitch,code_switch,Its を will と measured by its impact の the ground and by its ability to 我 の cooperation possible between the United Nations and が AU.
106,English_Clean,clean,"In this regard, it is critical to ensure the continued commitment of Governments to prosecuting perpetrators of these heinous acts, but also to ensure that local communities are involved in the planning of United Nations activities."
106,English_CharNoise,char_noise,"In this regaard, it is crtidal to ensure thp continued commigment of Govvernments to proseccting rerpetrators of these heinousacts,  but allso to ensure that local communities arl  involved in te planning of United Nations activities."
106,English_Shuffled,word_shuffle,"In this that it Nations critical of the prosecuting of commitment of Governments to ensure perpetrators continued these heinous acts, but involved to to regard, local communities are planning in the ensure also United is activities."
106,English_CodeSwitch,code_switch,"In this regard, it is 都 to ensure the continued commitment of は 我 就 と of these heinous acts, but also to ensure that local communities are involved 和 the planning 都 United Nations activities."
107,English_Clean,clean,What do you do one day when you realise you can't succeed?
107,English_CharNoise,char_noise,Whhat do you do one day when you realise you canvt succeed?
107,English_Shuffled,word_shuffle,one do you day What do when you realise you succeed? can't
107,English_CodeSwitch,code_switch,What do で do one day when you realise 的 can't succeed?
108,English_Clean,clean,"10 St. Thomas Source, 20 July 2002."
108,English_CharNoise,char_noise,"10 St. Thomas Source, 20 July 2002.."
108,English_Shuffled,word_shuffle,"2002. 10 Thomas Source, 20 July St."
108,English_CodeSwitch,code_switch,"10 St. Thomas Source, 20 人 が"
109,English_Clean,clean,- But you couldn't help looking. Why?
109,English_CharNoise,char_noise,- But you couldn't help looking.shy?
109,English_Shuffled,word_shuffle,- But help couldn't looking. you Why?
109,English_CodeSwitch,code_switch,- But ます couldn't help 和 Why?
110,English_Clean,clean,10.3 Access to Services
110,English_CharNoise,char_noise,10.3 Acccess to Services
110,English_Shuffled,word_shuffle,to Access 10.3 Services
110,English_CodeSwitch,code_switch,10.3 も to Services
111,English_Clean,clean,The success of any reconstruction programme depends on getting funds.
111,English_CharNoise,char_noise,The success yf any reconstruction programmedepends on gettiing funds.
111,English_Shuffled,word_shuffle,on success depends any reconstruction of programme The getting funds.
111,English_CodeSwitch,code_switch,The 不 of any に programme depends 的 getting funds.
112,English_Clean,clean,I'm even better than I think I am.
112,English_CharNoise,char_noise,I'm even better than I think II am.
112,English_Shuffled,word_shuffle,I'm even am. than I I think better
112,English_CodeSwitch,code_switch,和 even 不 than I think I am.
113,English_Clean,clean,"For the 2004 election, they nominated 5 women among 18 candidates."
113,English_CharNoise,char_noise,"For the 2004 election, they nominated 5 women among 18 candidattes."
113,English_Shuffled,word_shuffle,"For the nominated they election, candidates. 5 women among 18 2004"
113,English_CodeSwitch,code_switch,"For です 2004 election, は 我 5 women among 18 candidates."
114,English_Clean,clean,"It was seven volumes, which had just been published, and there was a lot of interesting material relevant to that subject."
114,English_CharNoise,char_noise,"It was seven volumes, which had jutt been publisned, nd there wasa lot of inteeresting material relevant to thap subject."
114,English_Shuffled,word_shuffle,"It was seven volumes, which interesting there published, to and just lot material was of had a relevant been that subject."
114,English_CodeSwitch,code_switch,"It was は volumes, which had just been も and there was を lot of interesting material の to that subject."
115,English_Clean,clean,"Recalling its resolution 1514 (XV) of 14 December 1960, containing the Declaration on the Granting of Independence to Colonial Countries and Peoples, and all resolutions and decisions of the United Nations relating to those Territories, including, in particular, the resolutions adopted by the General Assembly at its fifty-fourth session on the individual Territories covered by the present resolution,"
115,English_CharNoise,char_noise,"Recallingpits resolution 1514 (XV) of 14 Decemeer 1996, contahning heDeclaration oon the Ganting of ndependence to Colonial Countries and Peoples,and alll resolutions and decisions of the United Nations relating to thse Tgrrritories, includiqg, in particular, qhee resolutions adoptedd by theeGeneral Assebly at its fiftm-fourth session n the individual Territories covered by the preseht resolution,"
115,English_Shuffled,word_shuffle,"resolution, Recalling the Countries in of 14 December and 1960, the Declaration on the by of Independence to fifty-fourth its and Peoples, and all resolutions containing decisions of the Assembly Nations relating to those Territories, including, the particular, the covered adopted by the General United at (XV) 1514 session on Colonial individual Territories resolutions Granting resolution present its"
115,English_CodeSwitch,code_switch,"Recalling 就 resolution 1514 (XV) of 14 December ます containing the Declaration on 有 Granting ます Independence to 和 Countries and で and all resolutions 人 decisions of です United Nations relating to those Territories, including, in 的 は resolutions adopted by the と Assembly at its fifty-fourth session on the individual Territories covered by the present resolution,"
116,English_Clean,clean,Leave me alone! Go home!
116,English_CharNoise,char_noise,Leave me alone! Go  home!
116,English_Shuffled,word_shuffle,Leave Go alone! me home!
116,English_CodeSwitch,code_switch,に 都 alone! Go home!
117,English_Clean,clean,-May I talk? -You've put my life at the stake my friend's lives as well.
117,English_CharNoise,char_noise,-May I  talk? -You've put my life ar the stake my friezs lives as well.
117,English_Shuffled,word_shuffle,friend's I talk? the put as life at well. stake my -May lives my -You've
117,English_CodeSwitch,code_switch,-May I talk? -You've に my が at the stake my friend's lives as well.
118,English_Clean,clean,Any blood tofu?
118,English_CharNoise,char_noise,Any blood tofu??
118,English_Shuffled,word_shuffle,Any blood tofu?
118,English_CodeSwitch,code_switch,Any blood tofu?
119,English_Clean,clean,Ti Re Mi Re Ti La Ti Re Fa Fa La Ti Do.
119,English_CharNoise,char_noise,bi Re Mi Re Ti La Ti Re FaFa ta Ti Do.
119,English_Shuffled,word_shuffle,Do. Re Fa Re Ti La Ti Re La Fa Mi Ti Ti
119,English_CodeSwitch,code_switch,Ti Re 在 Re Ti La Ti Re Fa Fa La Ti Do.
120,English_Clean,clean,Paraguay for the Latin American and
120,English_CharNoise,char_noise,Paraguay for the LatinAmerican ans
120,English_Shuffled,word_shuffle,American for the Latin Paraguay and
120,English_CodeSwitch,code_switch,和 不 the 有 人 and
121,English_Clean,clean,"In paragraph 4 of its resolution 1704 (2006), the Security Council approved the mandate of UNMIT, setting out a broad range of tasks related to support for the Government of Timor-Leste and relevant institutions in consolidating stability, enhancing a culture of democratic governance and facilitating political dialogue among Timorese stakeholders; support for Timor-Leste in all aspects of the 2007 presidential and parliamentary electoral process; support to the national armed forces and the Ministry of Defence; support to the Timorese national police (PNLT) and the Ministry of Interior, including in the restoration and maintenance of public security in Timor-Leste and assistance in the training, institutional development and strengthening of PNTL and the Ministry of Interior; the promotion of human rights, justice and reconciliation, including for women and children, and through the completion of investigations into outstanding serious human rights violations committed in the country in 1999; support in institutional capacity-building, governance and development; humanitarian support; support in the promotion of gender equality and the empowerment of women; cooperation and coordination with United Nations agencies, funds and programmes and relevant partners, including the international financial institutions and donors, of bilateral and multilateral assistance to Timor-Leste in post-conflict peacebuilding and capacity-building; the provision of objective and accurate information to the Timorese people, in particular, on the forthcoming 2007 elections, and UNMIT activities, as well as assistance in building local media capacity; ensuring, in coordination with the international security forces, the security and freedom of movement of United Nations and associated personnel, and the protection of United Nations personnel, facilities, installations and equipment and humanitarian assets."
121,English_CharNoise,char_noise,"In paragraphh  of its resolutionn 1704 (2006), the Securitj Council approved the mandate of UNMIT, setting out a broad range of tasks relted to supporrt for the Governmevt of Timor-Leste  and relevant insstitutions in conslidating stabiliy, enhancing a culture of democratic governance and facilitating political diallogue among Timorese stakeholders; support for Timor-Leste in all asects of the 2007 mresidential and parliamenkary eleectoral  prrocess; support to the national armd foces annd thc Ministry of Defence; support to the Timoreese national police (PNLT) and theMinistryfof nterior, including in the restoration andamaintenance of public securitybin Timor-Leste aand assistane in the training, insitutional development and strengtheningyof PNTL and the Ministry oof Interior; the promotion of human rifhts, justice and recsnciliation, inncluding for omen and chixdren, and throggh the completion of investigazioxs into outstanding serious human rights violations committed in the country in 1999; support in institutional capacity-uildngg, governance and development; humanitarian support; support in the promotion of gender equality and the empowerment of women; cooperation and coordinatmon with United Nations agences, funds and  progamms ang relevant paartners,includin thee intertational financial institutions and jonoors, of bilateral and muultilateral assistance to Timor-Leste in post-csnflict peacebuilding and capcity--buillding; theprovision of objecive and accurate information o  ahe Timorese people, in particular, on the forthcoming 00 electiox, andUNMIT actiities, as well as assistance in buplding local media cepacity; ensuring, in coerdinatiionbwitth the intternational security forces, the security and freedom of movement of Uniited Nations and associiated personnel, and the protectionof United Nations personnel, faclities, installations and equipzent and humanitariun assets."
121,English_Shuffled,word_shuffle,"mandate paragraph training, of approved resolution of (2006), the Security Council peacebuilding armed support of UNMIT, setting out dialogue Government range and tasks related Timor-Leste relevant in the national of to committed for on completion consolidating stability, enhancing and aspects of democratic governance of facilitating political assistance in Timorese stakeholders; support for personnel, in bilateral culture information with in presidential and parliamentary electoral process; rights to the national the forces the activities, Ministry of into support to and Timorese broad police the and the Ministry humanitarian Interior, including in the restoration and maintenance of public security 2007 the and assistance In (PNLT) 4 financial partners, and United of development and of in people, Interior; the promotion of human rights, justice and reconciliation, including and women and children, and through Nations institutional of investigations Defence; coordination serious human support the 1999; Ministry the country for in support a institutional capacity-building, with and development; humanitarian support; support in the promotion Nations gender equality and its security of women; cooperation and coordination and strengthening the agencies, funds a programmes United relevant facilities, including equipment international the institutions and donors, of all and among assistance Timor-Leste Timor-Leste in post-conflict violations and building the UNMIT of objective in accurate the to Timor-Leste PNTL of in particular, institutions the forthcoming multilateral elections, in provision the as well as in 2007 to local media 1704 ensuring, and outstanding and the international empowerment forces, the security and freedom and movement of capacity; of and associated the and of protection of United Nations personnel, Timorese installations governance the and capacity-building; assets."
