sentence_id,lang_a,lang_b,similarity
1004,English,Russian,0.8662
1005,English,Russian,0.8457
1006,English,Russian,0.8572
1007,English,Russian,0.1867
1008,English,Russian,0.736
1009,English,Russian,0.7055
1010,English,Russian,0.8205
1011,English,Russian,0.8372
1012,English,Russian,0.8895
1013,English,Russian,0.9409
1014,English,Russian,0.5533
1015,English,Russian,1.0
1016,English,Russian,0.5051
1017,English,Russian,0.3736
1018,English,Russian,0.5349
1019,English,Russian,0.8511
1020,English,Russian,0.912
1021,English,Russian,0.784
1022,English,Russian,0.7189
1023,English,Russian,0.595
1024,English,Russian,0.9345
1025,English,Russian,0.3565
1026,English,Russian,1.0
1027,English,Russian,0.8057
1028,English,Russian,0.2814
1029,English,Russian,0.7818
1030,English,Russian,0.8776
1031,English,Russian,0.8151
1032,English,Russian,0.6454
1033,English,Russian,0.4919
1034,English,Russian,0.7207
1035,English,Russian,0.706
1036,English,Russian,0.7638
1037,English,Russian,0.9283
1038,English,Russian,0.8129
1039,English,Russian,0.5759
1040,English,Russian,0.7405
1041,English,Russian,0.9152
1042,English,Russian,0.7297
1043,English,Russian,0.7978
1044,English,Russian,0.9083
1045,English,Russian,0.9503
1046,English,Russian,0.676
1047,English,Russian,0.6189
1048,English,Russian,1.0
1049,English,Russian,0.9057
1050,English,Russian,0.7336
1051,English,Russian,0.8883
1052,English,Russian,0.3216
1053,English,Russian,0.9263
1054,English,Russian,0.9519
1055,English,Russian,0.8485
1056,English,Russian,0.9313
1057,English,Russian,0.8339
1058,English,Russian,0.835
1059,English,Russian,0.6983
1060,English,Russian,0.3606
1061,English,Russian,0.6646
1062,English,Russian,0.6534
1063,English,Russian,1.0
1064,English,Russian,0.6389
1065,English,Russian,0.8202
1066,English,Russian,0.9249
1067,English,Russian,0.8773
1068,English,Russian,0.4409
1069,English,Russian,0.874
1070,English,Russian,0.9831
1071,English,Russian,0.7405
1072,English,Russian,0.8286
1073,English,Russian,0.4031
1074,English,Russian,0.9608
1075,English,Russian,0.8377
1076,English,Russian,0.7554
1077,English,Russian,0.7469
1078,English,Russian,1.0
1079,English,Russian,0.7666
1080,English,Russian,0.5204
1081,English,Russian,0.915
1082,English,Russian,0.8716
1083,English,Russian,0.9529
1084,English,Russian,0.9189
1085,English,Russian,0.8498
1086,English,Russian,0.5594
1087,English,Russian,0.9103
1088,English,Russian,0.6685
1089,English,Russian,0.9243
1090,English,Russian,0.718
1091,English,Russian,0.8605
1092,English,Russian,0.8454
1093,English,Russian,0.7825
1094,English,Russian,0.4359
1095,English,Russian,0.6989
1096,English,Russian,1.0
1097,English,Russian,0.9686
1098,English,Russian,0.4893
1099,English,Russian,0.9474
1100,English,Russian,0.7007
1101,English,Russian,0.8188
1102,English,Russian,0.7776
1103,English,Russian,0.4414
1104,English,Russian,0.9056
1105,English,Russian,0.5534
1106,English,Russian,0.8622
1107,English,Russian,0.8337
1108,English,Russian,0.6489
1109,English,Russian,0.8824
1110,English,Russian,0.6009
1111,English,Russian,0.7525
1112,English,Russian,0.9828
1113,English,Russian,0.7381
1114,English,Russian,0.7645
1115,English,Russian,0.4239
1116,English,Russian,0.5463
1117,English,Russian,0.9553
1118,English,Russian,1.0
1119,English,Russian,0.8252
1120,English,Russian,1.0
1121,English,Russian,1.0
1122,English,Russian,0.9337
1123,English,Russian,0.8611
1124,English,Russian,0.827
1125,English,Russian,0.8348
1126,English,Russian,1.0
1127,English,Russian,0.7872
1128,English,Russian,0.6085
1129,English,Russian,0.683
1130,English,Russian,0.0594
1131,English,Russian,0.2771
1132,English,Russian,0.6933
1133,English,Russian,0.7182
1134,English,Russian,1.0
1135,English,Russian,0.8146
1136,English,Russian,0.8524
1137,English,Russian,0.657
1138,English,Russian,0.0324
1139,English,Russian,0.9767
1140,English,Russian,0.9284
1141,English,Russian,0.8084
1142,English,Russian,0.7925
1143,English,Russian,0.323
1144,English,Russian,0.8158
1145,English,Russian,0.8761
1146,English,Russian,0.8451
1147,English,Russian,0.7003
1148,English,Russian,0.8638
1149,English,Russian,0.9817
1150,English,Russian,0.8935
1151,English,Russian,0.3214
1152,English,Russian,0.4267
1153,English,Russian,0.9256
1154,English,Russian,0.9854
1155,English,Russian,0.8597
1156,English,Russian,0.8946
1157,English,Russian,0.9822
1158,English,Russian,0.9342
1159,English,Russian,0.3362
1160,English,Russian,0.6689
1161,English,Russian,0.497
1162,English,Russian,0.6925
1163,English,Russian,0.8236
1164,English,Russian,0.7015
1165,English,Russian,0.1476
1166,English,Russian,0.8218
1167,English,Russian,0.8214
1168,English,Russian,0.8418
1169,English,Russian,0.7261
1170,English,Russian,0.9381
1171,English,Russian,0.4237
1172,English,Russian,0.9363
1173,English,Russian,0.9673
1174,English,Russian,0.8071
1175,English,Russian,0.8075
1176,English,Russian,0.9606
1177,English,Russian,0.8975
1178,English,Russian,0.8353
1179,English,Russian,0.9479
1180,English,Russian,0.8768
1181,English,Russian,0.6561
1182,English,Russian,0.788
1183,English,Russian,0.9576
1184,English,Russian,0.8482
1185,English,Russian,0.7879
1186,English,Russian,0.7485
1187,English,Russian,0.8501
1188,English,Russian,0.7564
1189,English,Russian,0.905
1190,English,Russian,0.7615
1191,English,Russian,0.9047
1192,English,Russian,1.0
1193,English,Russian,0.8363
1194,English,Russian,0.8221
1195,English,Russian,0.8399
1196,English,Russian,0.8152
1197,English,Russian,0.8779
1198,English,Russian,0.6683
1199,English,Russian,0.839
1200,English,Russian,0.7553
1201,English,Russian,0.9514
1202,English,Russian,0.8939
1203,English,Russian,0.35
1204,English,Russian,0.8816
1205,English,Russian,0.9472
1206,English,Russian,1.0
1207,English,Russian,0.7943
1208,English,Russian,0.5142
1209,English,Russian,0.5944
1210,English,Russian,0.9876
1211,English,Russian,0.4995
1212,English,Russian,0.7053
1213,English,Russian,0.5979
1214,English,Russian,0.8061
1215,English,Russian,1.0
1216,English,Russian,0.794
1217,English,Russian,0.9474
1218,English,Russian,0.8397
1219,English,Russian,0.957
1220,English,Russian,0.8714
1221,English,Russian,0.9136
1222,English,Russian,0.7299
1223,English,Russian,0.9852
1224,English,Russian,0.9267
1225,English,Russian,0.9236
1226,English,Russian,0.8438
1227,English,Russian,0.8677
1228,English,Russian,0.7878
1229,English,Russian,0.7776
1230,English,Russian,0.7552
1231,English,Russian,0.9504
1232,English,Russian,0.9005
1233,English,Russian,0.8066
1234,English,Russian,0.9072
1235,English,Russian,0.7513
1236,English,Russian,0.6866
1237,English,Russian,0.9059
1238,English,Russian,0.8
1239,English,Russian,0.9517
1240,English,Russian,0.8551
1241,English,Russian,0.8454
1242,English,Russian,0.7905
1243,English,Russian,0.8145
1244,English,Russian,0.9732
1245,English,Russian,0.693
1246,English,Russian,0.9326
1247,English,Russian,0.7422
1248,English,Russian,1.0
1249,English,Russian,0.5066
1250,English,Russian,0.6528
1251,English,Russian,0.6753
1252,English,Russian,0.9274
1253,English,Russian,0.8483
1254,English,Russian,0.7372
1255,English,Russian,0.7041
1256,English,Russian,0.934
1257,English,Russian,0.5875
1258,English,Russian,0.9147
1259,English,Russian,0.6063
1260,English,Russian,0.8742
1261,English,Russian,0.9223
1262,English,Russian,0.9454
1263,English,Russian,0.8416
1264,English,Russian,0.7818
1265,English,Russian,0.9315
1266,English,Russian,0.8635
1267,English,Russian,0.9093
1268,English,Russian,0.9461
1269,English,Russian,0.8389
1270,English,Russian,0.691
1271,English,Russian,0.8467
1272,English,Russian,1.0
1273,English,Russian,0.6302
1274,English,Russian,0.9371
1275,English,Russian,0.9266
1276,English,Russian,0.6332
1277,English,Russian,0.9023
1278,English,Russian,0.7873
1279,English,Russian,0.8866
1280,English,Russian,0.682
1281,English,Russian,0.8666
1282,English,Russian,0.9374
1283,English,Russian,0.9662
1284,English,Russian,0.707
1285,English,Russian,0.8437
1286,English,Russian,0.7994
1287,English,Russian,0.8249
1288,English,Russian,0.3184
1289,English,Russian,0.6075
1290,English,Russian,0.9015
1291,English,Russian,0.6737
1292,English,Russian,0.8418
1293,English,Russian,0.7502
1294,English,Russian,0.8564
1295,English,Russian,0.7774
1296,English,Russian,0.5797
1297,English,Russian,0.5608
1298,English,Russian,0.7942
1299,English,Russian,0.8899
1300,English,Russian,0.3014
1301,English,Russian,0.7207
1302,English,Russian,0.7321
1303,English,Russian,0.6798
1304,English,Russian,0.897
1305,English,Russian,0.5959
1306,English,Russian,0.8968
1307,English,Russian,0.9108
1308,English,Russian,0.6996
1309,English,Russian,0.4555
1310,English,Russian,0.8904
1311,English,Russian,0.91
1312,English,Russian,0.7998
1313,English,Russian,0.8346
1314,English,Russian,0.8625
1315,English,Russian,0.9084
1316,English,Russian,0.976
1317,English,Russian,0.9407
1318,English,Russian,0.9526
1319,English,Russian,0.6849
1320,English,Russian,0.9811
1321,English,Russian,0.9274
1322,English,Russian,0.7935
1323,English,Russian,0.6206
1324,English,Russian,0.6828
1325,English,Russian,0.6384
1326,English,Russian,0.8599
1327,English,Russian,0.9799
1328,English,Russian,0.8215
1329,English,Russian,0.8186
1330,English,Russian,0.8836
1331,English,Russian,0.8918
1332,English,Russian,0.8829
1333,English,Russian,0.7853
1334,English,Russian,0.3704
1335,English,Russian,0.8522
1336,English,Russian,0.8409
1337,English,Russian,0.9329
1338,English,Russian,0.7462
1339,English,Russian,0.9354
1340,English,Russian,0.9252
1341,English,Russian,0.9372
1342,English,Russian,0.8934
1343,English,Russian,0.9735
1344,English,Russian,0.805
1345,English,Russian,0.7978
1346,English,Russian,0.9049
1347,English,Russian,0.9236
1348,English,Russian,0.8135
1349,English,Russian,0.6498
1350,English,Russian,0.8943
1351,English,Russian,0.6796
1352,English,Russian,0.7066
1353,English,Russian,0.8243
1354,English,Russian,0.891
1355,English,Russian,0.8636
1356,English,Russian,0.9053
1357,English,Russian,0.8896
1358,English,Russian,0.971
1359,English,Russian,0.7843
1360,English,Russian,0.8998
1361,English,Russian,0.8816
1362,English,Russian,0.7014
1363,English,Russian,0.7707
1364,English,Russian,0.8726
1365,English,Russian,0.8464
1366,English,Russian,0.839
1367,English,Russian,0.7957
1368,English,Russian,0.6376
1369,English,Russian,0.5547
1370,English,Russian,0.5604
1371,English,Russian,0.4601
1372,English,Russian,0.9482
1373,English,Russian,1.0
1374,English,Russian,0.8415
1375,English,Russian,0.9103
1376,English,Russian,0.7778
1377,English,Russian,0.9341
1378,English,Russian,0.9354
1379,English,Russian,0.8482
1380,English,Russian,0.6895
1381,English,Russian,0.8299
1382,English,Russian,0.984
1383,English,Russian,0.48
1384,English,Russian,0.8004
1385,English,Russian,0.7654
1386,English,Russian,0.9428
1387,English,Russian,0.9663
1388,English,Russian,0.9236
1389,English,Russian,0.8354
1390,English,Russian,0.7133
1391,English,Russian,0.8997
1392,English,Russian,0.8116
1393,English,Russian,0.8488
1394,English,Russian,1.0
1395,English,Russian,0.7447
1396,English,Russian,0.7571
1397,English,Russian,0.4175
1398,English,Russian,0.763
1399,English,Russian,0.873
1400,English,Russian,1.0
1401,English,Russian,0.7969
1402,English,Russian,0.9423
1403,English,Russian,0.4097
1404,English,Russian,0.2561
1405,English,Russian,1.0
1406,English,Russian,0.5567
1407,English,Russian,0.7859
1408,English,Russian,0.8902
1409,English,Russian,0.8536
1410,English,Russian,0.831
1411,English,Russian,0.9038
1412,English,Russian,0.8817
1413,English,Russian,0.7504
1414,English,Russian,0.5372
1415,English,Russian,0.7965
1416,English,Russian,0.7931
1417,English,Russian,0.4861
1418,English,Russian,0.8885
1419,English,Russian,0.8323
1420,English,Russian,0.9238
1421,English,Russian,0.6451
1422,English,Russian,0.7387
1423,English,Russian,0.9404
1424,English,Russian,0.8261
1425,English,Russian,0.9481
1426,English,Russian,1.0
1427,English,Russian,0.9105
1428,English,Russian,0.3445
1429,English,Russian,0.8202
1430,English,Russian,0.9403
1431,English,Russian,0.812
1432,English,Russian,0.7809
1433,English,Russian,0.8394
1434,English,Russian,0.5303
1435,English,Russian,0.9022
1436,English,Russian,0.6315
1437,English,Russian,0.8849
1438,English,Russian,0.8697
1439,English,Russian,0.7975
1440,English,Russian,0.212
1441,English,Russian,0.9551
1442,English,Russian,0.7989
1443,English,Russian,0.6145
1444,English,Russian,0.9105
1445,English,Russian,0.5344
1446,English,Russian,0.8803
1447,English,Russian,0.8916
1448,English,Russian,0.9031
1449,English,Russian,0.8731
1450,English,Russian,0.9768
1451,English,Russian,0.8687
1452,English,Russian,0.9756
1453,English,Russian,0.7591
1454,English,Russian,0.7611
1455,English,Russian,0.894
1456,English,Russian,0.8848
1457,English,Russian,0.88
1458,English,Russian,0.6473
1459,English,Russian,0.8799
1460,English,Russian,0.9565
1461,English,Russian,0.9143
1462,English,Russian,0.5095
1463,English,Russian,0.6126
1464,English,Russian,0.6153
1465,English,Russian,0.8901
1466,English,Russian,0.9715
1467,English,Russian,0.925
1468,English,Russian,0.9573
1469,English,Russian,0.8555
1470,English,Russian,0.8926
1471,English,Russian,0.8913
1472,English,Russian,0.9397
1473,English,Russian,0.7247
1474,English,Russian,0.7069
1475,English,Russian,0.8958
1476,English,Russian,0.9256
1477,English,Russian,0.5187
1478,English,Russian,0.9274
1479,English,Russian,0.984
1480,English,Russian,0.9287
1481,English,Russian,0.6383
1482,English,Russian,0.7028
1483,English,Russian,0.8309
1484,English,Russian,0.5707
1485,English,Russian,0.5254
1486,English,Russian,0.6955
1487,English,Russian,0.4914
1488,English,Russian,0.9287
1489,English,Russian,0.751
1490,English,Russian,0.7903
1491,English,Russian,0.8583
1492,English,Russian,0.9626
1493,English,Russian,0.9567
1494,English,Russian,0.9143
1495,English,Russian,0.498
1496,English,Russian,0.713
1497,English,Russian,0.7379
1498,English,Russian,0.9297
1499,English,Russian,0.8981
1500,English,Russian,0.8412
