sentence_id,language_code,language_name,text
237,eng_Latn,English,We're keeping it a secret. I-I said you weren't.
237,zho_Hans,Chinese,咱們說好了 要瞞著大家 我當然是否認了
238,eng_Latn,English,"Since Hungary's EU accession however, in order to ensure transparency of the utilisation of EU funds an to meet the requirements of accounting for the utilisation of the funds, there has been an increasing pressure on institutions to have specific data in their registries on women employees, on Roma women and on women employees with disabilities."
238,zho_Hans,Chinese,但是自匈牙利加入欧盟以来，为了确保欧盟基金使用的透明度，并满足基金使用会计的要求，越来越需要机构登记处提供关于女雇员、罗姆妇女和残疾女雇员具体情况的数据。
239,eng_Latn,English,"Most of the workers are employed in areas linked to tourism, which was down in 1998."
239,zho_Hans,Chinese,多数工作者都受雇于同旅游业有关的领域，而旅游业在1998年有所下降。
240,eng_Latn,English,And they will hide that fee in here.
240,zho_Hans,Chinese,他们会把现金藏在这里
241,eng_Latn,English,You can pick what book to use.
241,zho_Hans,Chinese,你随便给她找本书
242,eng_Latn,English,The task that we have set for ourselves is enormous and expensive.
242,zho_Hans,Chinese,我们为自己确定的任务十分艰巨且费用浩大。
243,eng_Latn,English,"58 See “Child protection, child trafficking”: UNICEF web site (http://www.unicef.org/programme/cprotection/ focus/trafficking/measures.htm), 2001."
243,zho_Hans,Chinese,58 见“保护儿童与贩卖儿童的问题”：载于儿童基金会网址（http://www.unicef.org/programme/cprotection/focus/trafficking/measures.htm）2001年。
244,eng_Latn,English,- I'll get them to you. Quickly. Quickly.
244,zho_Hans,Chinese,我去给你们拿，快点
245,eng_Latn,English,"We support the ambitious 90-day work programme he has submitted, which includes well-established priorities."
245,zho_Hans,Chinese,我们支持他提交的宏大的90天工作方案，该方案包括了精心制定的优先事项。
246,eng_Latn,English,I will forward to the Council my conclusions based on the report of this mission as an addendum to the present report for its consideration.
246,zho_Hans,Chinese,我将根据核查团的报告作出结论，作为本报告补编提交安理会审议。
247,eng_Latn,English,"Well, we're still trying to determine what killed them."
247,zho_Hans,Chinese,"我们仍在努力确认这些人的死因 Well, we're still trying to determine what killed them."
248,eng_Latn,English,"Our Government regards unrestricted respect for the human rights of people living with HIV/AIDS, and of the most vulnerable populations, as not only a State duty, but also a requirement for making progress in controlling the epidemic."
248,zho_Hans,Chinese,我国政府认为，确保艾滋病毒/艾滋病感染者及最脆弱群体的人权不受限制地得到尊重，不仅是各国的义务，而且也是在控制这一流行病方面取得进展的一项条件。
249,eng_Latn,English,These Israeli violations and crimes are destroying any potential for peace between the two sides and have been the cause of mounting suffering and misery for the Palestinian people as the humanitarian crisis they face as a result of such actions continues to worsen.
249,zho_Hans,Chinese,以色列的这些侵犯行为和罪行正在毁灭双方实现和平的任何可能，并且随着这类行动造成的人道主义危机继续恶化，这些侵犯行为和罪行成了加剧巴勒斯坦人民的苦难和痛苦的根源。
250,eng_Latn,English,Another aspect worth mentioning in connection with the reduction of infant mortality is the decline in the birth rate.
250,zho_Hans,Chinese,在儿童死亡率下降方面，值得强调的另一个因素是国内出生率的下降。
251,eng_Latn,English,"In Thailand, social services and safety nets are designed within the framework of national development plans, the eighth national economic and social development plan (1997-2001) and the draft ninth plan, which covers the period 2002-2006."
251,zho_Hans,Chinese,泰国根据国家发展计划拟订了社会服务和安全网、“第八个国家经济和社会发展计划（1997-2001年）”和涵盖2002-2006年的“第九个计划”草案。
252,eng_Latn,English,"We identified three as priority one,"
252,zho_Hans,Chinese,經鑒定 其中三名為一級傷患
253,eng_Latn,English,"ter Schure, A.F.H. and Larsson, P. 2002. Polybrominated diphenyl ethers in precipitation in Southern Sweden (Skåne, Lund). Atmos. Environ."
253,zho_Hans,Chinese,"ter Schure, A.F.H. and Larsson, P. 2002. Polybrominated diphenyl ethers in precipitation in Southern Sweden (Skåne, Lund). Atmos. Environ. 36: 4015-4022."
254,eng_Latn,English,"A cluster bomb left by the Israeli enemy exploded in Al-Soultaniye, resulting in the wounding of Hussein Qadduh (aged 18 years) on the chest and head."
254,zho_Hans,Chinese,以色列敌军留下的一枚集束炸弹在Al-Soultaniye爆炸，造成侯赛因•卡杜赫（Hussein Qadduh）（18岁）胸部和头部受伤。
255,eng_Latn,English,"Tokelau, a New Zealand territory, is made up of three (3) low lying coral atolls, separated by vast areas of oceans."
255,zho_Hans,Chinese,托克劳是由新西兰管理的一个非自治领土，由三（3）个被海洋分割开来的小环礁岛组成。
256,eng_Latn,English,"We would like to spend some more time on the Nickel Titanium, give us one more day, we'll try our best."
256,zho_Hans,Chinese,记忆金属的材料则要多点时间 多一天时间就行了
257,eng_Latn,English,UNV initiated contacts with a number of private sector entities with a view to engaging them in development cooperation through corporate volunteering.
257,zho_Hans,Chinese,43． 志愿人员方案已开始同若干私营部门实体接触，以期使它们通过公司志愿行动参与发展合作。
258,eng_Latn,English,"Guatemalans voted for President and Vice-President, 113 members of Congress, 330 mayors and 20 delegates to the Central American Parliament."
258,zho_Hans,Chinese,危地马拉人民选出了总统和副总统，113名国会议员，330名市长和参加中美洲议会的20名代表。
259,eng_Latn,English,"Meanwhile, the volatility of the security situation on the ground and the difficulty in bringing equipment and basic supplies into Darfur have exposed UNAMID military and police personnel to increased risks."
259,zho_Hans,Chinese,76. 同时，当地安全局势的动荡多变以及难以把装备和基本供应品运进达尔富尔的问题，使达尔富尔混合行动的军事和警察人员面临更大风险。
260,eng_Latn,English,Those trips raised the Committee's profile and have promoted a proper understanding of the purpose and the importance of the sanctions regime.
260,zho_Hans,Chinese,这些访问提高了委员会的可见度，有助于各国正确认识制裁体制的目的与重要性。
261,eng_Latn,English,"(iii) Legislation relevant to land use, land distribution, land allocation, land zoning, land ceilings, expropriations including provisions for compensation, land planning, including procedures for community participation;"
261,zho_Hans,Chinese,(三) 有关土地使用、土地分配、土地配给、土地分区、土地上限、包括补偿规定在内的土地征用、包括社团参与程序在内的土地规划等立法；
262,eng_Latn,English,"Most of the people interviewed said they were registered, took part in local and NK-wide elections and received pensions."
262,zho_Hans,Chinese,接受访谈者大都表示已经登记，参加了地方和整个纳戈尔诺-卡拉巴赫地区的选举，并领取养老金。
263,eng_Latn,English,"16.4 States reaffirm the obligations they have assumed regarding the protection, safety and security of humanitarian personnel."
263,zho_Hans,Chinese,16.4 各国重申他们对人道主义人员的保护、安全和保安承担的义务。
264,eng_Latn,English,The Committee considers that reservations relating to the required procedures under the first Optional Protocol would not be compatible with its object and purpose.
264,zho_Hans,Chinese,14. 委员会认为，有关第一项《任择议定书》规定的必要程序的保留意见不符合其目的和目标。
265,eng_Latn,English,"The exercise of his right, including the grounds on which it may be exercised, shall be governed by law.” In applying this provision, the European Commission on Human Rights (ECHR) has held that it is sufficient for a State to limit a right of appeal to questions of law."
265,zho_Hans,Chinese,关于第二款(甲)项和第三款(第二句)，只有在负责当局认为分开监禁对有关少年和成年犯人有益时才能接受分开监禁的义务”。
266,eng_Latn,English,Report of the Secretary-General on the United Nations Transitional Administration in East Timor (S/2002/432 and Add.1)
266,zho_Hans,Chinese,秘书长关于联合国东帝汶过渡行政当局的报告（S/2002/432和Add.1）
267,eng_Latn,English,"- JKCHR is involved in assisting the Kashmiris, mostly the youth, fleeing from the Indian and Pakistani administrations, in about 19 countries."
267,zho_Hans,Chinese,- 查谟和克什米尔人权理事会参与协助那些为了逃离印度和巴基斯坦行政当局而流落在大约19个国家的克什米尔人，其中大多数为年轻人。
268,eng_Latn,English,"“The Security Council is deeply concerned about the deterioration of the security situation in the Central African Republic, especially in the wake of the attacks on the towns of Birao, Ouanda-Djalle and Sam Ouandja."
268,zho_Hans,Chinese,“安全理事会深为关注中非共和国特别是在比劳、万达贾莱和萨姆万贾等市遭受袭击之后安全局势有所恶化。
269,eng_Latn,English,Internally displaced women noted health needs as among their main concerns.
269,zho_Hans,Chinese,86. 流离失所的妇女指出健康方面的需要是她们关心的主要问题。
270,eng_Latn,English,Information provided to the Committee on this matter is contained in annex IV below.
270,zho_Hans,Chinese,向委员会提供的有关这一事项的资料，见下文附件四。
271,eng_Latn,English,"The Special Rapporteur transmitted information concerning the alleged use of rape and sexual violence by police and intelligence officers in order to extract information from women in detention. The Special Rapporteur also transmitted information on the practice of forced portering, whereby military forces arbitrarily detain women for the purpose of forcing them to undertake manual labour."
271,zho_Hans,Chinese,81. 特别报告员转发的关于警察和情报人员为了向被拘留的妇女逼供而使用强奸和性暴力手段的材料，特别报告员还转发了关于强征劳役做法的材料，其表现为，武装部队任意扣押妇女，强迫她们从事体力劳作。
272,eng_Latn,English,Right there. Down.
272,zho_Hans,Chinese,就放那 放下
273,eng_Latn,English,The Goddess has forgiven us.
273,zho_Hans,Chinese,女神原谅我们了
274,eng_Latn,English,And how it's changed since the war.
274,zho_Hans,Chinese,他老婆要去百慕大与她家人住
275,eng_Latn,English,"On the basis of those replies, the Executive Director would prepare, for submission to the Commission, a single biennial report for consideration at its forty-fourth session in 2001."
275,zho_Hans,Chinese,执行主任将根据这些答复情况，编写一份单一的两年期报告，在2001年第四十四届会议上提交麻委会审议。
276,eng_Latn,English,"We strongly urge the Democratic People's Republic of Korea to visibly, verifiably and irreversibly dismantle any nuclear programme, a fundamental step to facilitate a comprehensive and peaceful solution."
276,zho_Hans,Chinese,我们强烈敦促朝鲜民主主义人民共和国以切实可见、可以核查和不可逆转的方式取消任何核方案，这是促使问题得到全面和平解决的一个重要步骤。
277,eng_Latn,English,"I came here for you to make me feel better,"
277,zho_Hans,Chinese,我来这找你 是想让我好过点的
278,eng_Latn,English,Education is a priority in Chad.
278,zho_Hans,Chinese,68. 教育是乍得最重视的领域之一。
279,eng_Latn,English,"As I myself have seen on the ground, French-speaking individuals are sorely lacking in Haiti, as well as in Côte d'Ivoire and the Democratic Republic of the Congo."
279,zho_Hans,Chinese,海地、科特迪瓦以及刚果民主共和国奇缺说法语的人。
280,eng_Latn,English,"(b) Reaffirm that flag, port and coastal States all bear responsibility for ensuring the effective implementation and enforcement of international instruments relating to maritime security and safety, in accordance with international law, in particular the Convention, and that flag States have primary responsibility that requires further strengthening, including through increased transparency of ownership of vessels;"
280,zho_Hans,Chinese,(b) 重申船旗国、港口国和沿海国皆有责任依照国际法特别是《公约》确保有效落实和强制执行有关海事安全与安保的国际法律文书，重申船旗国负有的主要责任需要进一步加强包括通过提高船只所有权的透明度；
281,eng_Latn,English,I know that some of you are worried about our exposure in the market and you're probably wondering about the identity of our mystery Customer X.
281,zho_Hans,Chinese,我明白你们担心近期的炒卖活动 你们也对我们神秘X客户很好奇
282,eng_Latn,English,"If Nameless the Legend is involved in this matter,"
282,zho_Hans,Chinese,既有無名出手
283,eng_Latn,English,"Norway regrets this, and I am convinced that all members of the Council share our feelings."
283,zho_Hans,Chinese,挪威对此表示遗憾，我确信，安理会全体成员均有同感。
284,eng_Latn,English,"Agenda item 38: Permanent sovereignty of the Palestinian people in the Occupied Palestinian Territory, including East Jerusalem, and of the Arab population in the occupied Syrian Golan over their natural resources (continued) (A/C.2/60/L.11)"
284,zho_Hans,Chinese,议程项目38：包括东耶路撒冷在内的被占领巴勒斯坦领土上的巴勒斯坦人民和被占领叙利亚戈兰的阿拉伯人民对其自然资源的永久主权（续）（A/C.2/60/ L.11）
285,eng_Latn,English,Bigger than any RPG I've ever seen.
285,zho_Hans,Chinese,比我见过的任何RPG更大。
286,eng_Latn,English,The only defence against a nuclear catastrophe is the total elimination of those weapons.
286,zho_Hans,Chinese,防范核灾难的唯一途径就是彻底销毁这些武器。
287,eng_Latn,English,The terminal mainly secure!
287,zho_Hans,Chinese,主航站楼安全
288,eng_Latn,English,"Yes, I know. I got your e-mails. But..."
288,zho_Hans,Chinese,对 我收到你的通告了
289,eng_Latn,English,"- No, kiss her on the mouth. - He hasn't seen here for six years."
289,zho_Hans,Chinese,哦，很好， 用你们的嘴唇。
290,eng_Latn,English,This is partly due to more people taking up employment off shore because of better pay and conditions.
290,zho_Hans,Chinese,这部分归因于越来越多的人为了获得更高的工资和更好的工作条件而到海外就业。
291,eng_Latn,English,"In document A/57/387, the Secretary-General has presented his agenda for further reform of the United Nations, including the process of planning and budgeting which, in his view, was seriously flawed, because it was complex, protracted, disjointed, time-consuming and rigid."
291,zho_Hans,Chinese,1. 在文件A/57/387中，秘书长提出了联合国进一步改革的议程，其中包括规划和方案编制进程，他认为这一进程存在着严重缺陷，因为它复杂烦琐，旷日持久互相脱节，耗费时间，苛板僵硬。
292,eng_Latn,English,I'm also a bit tired.
292,zho_Hans,Chinese,我也有點累了
293,eng_Latn,English,"The Ugandan Minister alleged in his statement to the Council that the objective of the remaining Ugandan forces in the Democratic Republic of the Congo was to ensure that the forces of the Democratic Alliance, that are supported by the Sudan and trained by al-Qa`idah, did not obtain assistance for the purpose of launching terrorist operations in Uganda across the Ruwenzori Mountains."
293,zho_Hans,Chinese,乌干达外长在安理会的发言中宣称，乌干达部队滞留刚果民主共和国的目的是确保不让由苏丹支助、由“基地”组织训练的民主联盟部队得到援助而跨越鲁文佐里山在乌干达发起恐怖主义行动。
294,eng_Latn,English,"To that end, the Bretton Woods institutions and the World Trade Organization should be brought into a close working relationship with the United Nations, as envisaged in the Charter."
294,zho_Hans,Chinese,"为此目的，应该象《宪章》中所设想的那样,使布雷顿森林机构和世界贸易组织与联合国建立密切的工作关系。"
295,eng_Latn,English,Then the last line of subparagraph (g) should be modified so as to read `… for activities carried out in connection with the service of the United Nations'.”
295,zho_Hans,Chinese,那么，(g)分段第一行应改为`…不得因所进行与联合国职务有关的活动…'。”
296,eng_Latn,English,"Guided by the purposes and principles embodied in the Charter of the United Nations, the Universal Declaration of Human Rights and the International Covenants on Human Rights,"
296,zho_Hans,Chinese,遵循《联合国宪章》、《世界人权宣言》 和国际人权盟约 所载的宗旨和原则，
297,eng_Latn,English,"The report indicates that the frequency of induced abortion among women between the ages of 20 and 24 was far greater than that of other age groups (CEDAW/C/KOR/6, table 12.6)."
297,zho_Hans,Chinese,22. 报告指出20至24岁妇女人工流产率大大高于其他年龄群组（CEDAW/C/KOR/ 6，表12.6）。
298,eng_Latn,English,"Gender Justice in Post-Conflict Countries, Speech by Noeleen Heyzer, 28.10.04."
298,zho_Hans,Chinese,- “冲突后国家在两性平等方面的司法”，诺埃琳·海泽的演讲，2004年10月28日。
299,eng_Latn,English,"My baby loves me, she always makes me feel fine."
299,zho_Hans,Chinese,我的宝贝爱我，她总让我心情好
300,eng_Latn,English,"Delegates at the World Summit on Sustainable Development had emphasized the need for development processes that met the needs of the present generation, without hampering the ability of future generations to meet theirs."
300,zho_Hans,Chinese,81. 参加可持续发展问题世界首脑会议的代表强调，发展进程既要满足今世的需要，又不能损害后代满足其需要的能力。
301,eng_Latn,English,How would your daughter feel if she had no father and she was all alone?
301,zho_Hans,Chinese,如何将你的女儿感到 如果她没有父亲，她独自一人？
302,eng_Latn,English,"Aqua, Aqua, Aqua!"
302,zho_Hans,Chinese,水叮当 水叮当 水叮当
303,eng_Latn,English,"I have the honour, in my capacity as Chairman of the Islamic Group at the United Nations, to transmit herewith the text of the final communiqué of the annual coordination meeting of the Ministers for Foreign Affairs of the States members of the Organization of the Islamic Conference, held at United Nations Headquarters in New York on 18 September 2000 (see annex)."
303,zho_Hans,Chinese,谨以联合国伊斯兰集团主席的身份附上2000年9月18日在纽约联合国总部举行的伊斯兰会议组织成员国外交部长年度协调会议的最后公报文本（见附件）。
304,eng_Latn,English,"A first group, consisting of eight inspectors, left the Canal Hotel in Baghdad at 0900 hours to inspect the Rifah site belonging to the Karamah State Enterprise, an MIC affiliate, located at Amiriyah/Fallujah, 70 km west of Baghdad."
304,zho_Hans,Chinese,1. 第一组由8名视察员组成，于上午9时离开巴格达的Canal旅馆，前往国营公司AL-Karama下属的Al-Rifah；这是军事工业局下属的一个单位，位于巴格达以西70公里的Amiriya al-Fallouja区。
305,eng_Latn,English,Look. Look how straight and white.
305,zho_Hans,Chinese,看看，多么整齐洁白啊
306,eng_Latn,English,"Secondly, it is necessary for the inspection work in Iraq to continue."
306,zho_Hans,Chinese,二． 对伊拉克的核查工作有必要继续进行下去。
307,eng_Latn,English,Jane Li never talks about her past
307,zho_Hans,Chinese,李静一直没有提起过自己的过去
308,eng_Latn,English,"To inform the Committee's discussions on how to manage the staffing table of the Organization in general and the Support Office in particular, he requested the Secretariat to indicate what practical obstacles had arisen in the current case."
308,zho_Hans,Chinese,为了使本委员会关于如何管理本组织一般的员额配置表以及支助厅特别的员额配置表的讨论较充实，他要求秘书处表明在当前情况下已产生的实际障碍。
309,eng_Latn,English,"- Do it, Hans! - Hans, you idiot!"
309,zho_Hans,Chinese,"照做, Hans？"
310,eng_Latn,English,"Encourages the Special Rapporteur of the Human Rights Council on the right to food to continue mainstreaming a gender perspective in the fulfilment of his mandate, and encourages the Food and Agriculture Organization of the United Nations and all other United Nations bodies and mechanisms addressing the right to food and food insecurity to integrate a gender perspective into their relevant policies, programmes and activities;"
310,zho_Hans,Chinese,6. 鼓励人权理事会食物权问题特别报告员继续将性别观点纳入履行其任务的主流，并鼓励联合国粮食及农业组织以及联合国所有其他机构和机制将性别观点纳入其相关政策、方案和活动；
311,eng_Latn,English,"A key factor to the implementation, and indeed to the success, of that plan and the goals set out in the Strategic Indicative Plan, is the availability of resources."
311,zho_Hans,Chinese,该计划以及指示性战略计划所确定目标的实施以及能否确实取得成功的一个关键因素是能否得到资源。
312,eng_Latn,English,Reference was made to the role of the media in relation to environmental education and public awareness.
312,zho_Hans,Chinese,73. 会上提及传播媒介在环境教育和公众意识方面的作用。
313,eng_Latn,English,Isn't Ethiopia in Africa?
313,zho_Hans,Chinese,埃塞俄比亞不是在非洲嗎？
314,eng_Latn,English,"The lack of effective basic border management directly affects the joint efforts of the Haitian authorities and MINUSTAH to enhance security, the rule of law and institutional support."
314,zho_Hans,Chinese,18. 由于缺乏基本的有效边境管理，海地当局和联海稳定团加强安全、法治和机构支助的共同努力受到直接影响。
315,eng_Latn,English,To begin with the following updates should be made to the country report:
315,zho_Hans,Chinese,首先，要对国家报告做出如下修订：
316,eng_Latn,English,"ASEAN was committed to the eradication of the production, processing, trafficking and abuse of illicit drugs in South-East Asia by 2015 and was working closely with its dialogue partners, the United Nations and other regional and non-governmental organizations to combat the drug menace in the region."
316,zho_Hans,Chinese,38. 东盟承诺到2015年以前在东南亚地区根除非法药物的生产、加工、贩运和滥用，并正在与其各方对话伙伴、联合国及其他区域组织和非政府组织密切合作，共同抗击本地区的毒品威胁。
317,eng_Latn,English,"Disputes can be submitted, at the request of any party to the dispute, to the International Tribunal for the Law of the Sea (the Tribunal), the International Court of Justice or arbitration and conciliation procedures (ad hoc arbitral tribunals)."
317,zho_Hans,Chinese,根据争端中任何一方的请求，争端可交由国际海洋法法庭(海洋法庭)、国际法院或仲裁与调解程序（特设仲裁法庭）解决。
318,eng_Latn,English,tv = year of verification
318,zho_Hans,Chinese,tv = 核查年份
319,eng_Latn,English,"[Audience giggling] ""Bless you."""
319,zho_Hans,Chinese,"""上帝保佑你"""
320,eng_Latn,English,There have never been elections in Afghanistan of the scope and standard that are being called for now.
320,zho_Hans,Chinese,同现在要求举行的选举相比，阿富汗境内从未举行过规模和标准与其相当的选举。
321,eng_Latn,English,We express once again our hope for the success of our work.
321,zho_Hans,Chinese,我们再次表示希望我们的工作取得成功。
322,eng_Latn,English,"Despite the improvement, that region still has the greatest gender gap in the world."
322,zho_Hans,Chinese,尽管有所改善，但该地区的性别差距之大依然居世界之首。
323,eng_Latn,English,"Because of lack of funds, the development of this component of the Special Initiative has slowed down considerably."
323,zho_Hans,Chinese,15. 由于缺乏经费，特别倡议组成部分的执行速度大大慢了下来。
324,eng_Latn,English,Nonsense. Come on. Out with it.
324,zho_Hans,Chinese,廢話 來吧 說出來
325,eng_Latn,English,Mr. Mohamed Abchir
325,zho_Hans,Chinese,Mr. Mohamed Abchir
326,eng_Latn,English,"During the twenty-ninth session, on 16 July 2003, the Committee held a closed meeting with States parties whose reports were more than five years overdue in an effort to contribute to improved adherence by those States parties to their reporting obligations under article 18 of the Convention."
326,zho_Hans,Chinese,在2003年7月16日的第二十九届会议上，委员会与逾期五年多未提交报告的缔约国举行了非公开会议，力求帮助那些缔约国更好地遵守《公约》第18条要求的报告义务。
327,eng_Latn,English,"In October, an agreement on cooperation to create a Baikal model territory of sustainable development for the world between the government of the Buryat Republic, Russian Federation, and UNA-Russia was signed in Moscow; and UNA-Russia organized an exhibition featuring the works of the well-known Russian artist, traveller, ecologist and journalist, Vyacheslav Egorov, dedicated to the International Year of the Mountain."
327,zho_Hans,Chinese,10月，在莫斯科签署了俄罗斯联邦布里亚特共和国政府和俄罗斯联合国协会之间关于合作建立世界可持续发展的Baikal样板领土的协定；俄罗斯联合国协会举办展览，展出著名俄罗斯艺术家、旅行家、生态学家和记者Vyacheslav Egorov的作品，献给国际山年。
328,eng_Latn,English,"Also in February 2007, she had chaired the sixth session of the Inter-Agency Network on Women and Gender Equality, which had brought together senior gender focal points from all United Nations entities."
328,zho_Hans,Chinese,2007年2月，她还主持了机构间妇女和两性平等网络第六届会议，该网络将联合国各个实体的高级性别问题协调中心汇聚在一起。
329,eng_Latn,English,"In the same paragraph, the word “intensifying” should be replaced by “enhancing” so that the phrase will read “enhancing international cooperation”."
329,zho_Hans,Chinese,在同一段中，应当以“加强”一词取代“加深”一词，从而该句为“加强国际合作”。
330,eng_Latn,English,"A visit to Russia, where he'd been welcomed by Britain's ambassador, Sir Stafford Cripps, had convinced him that the delightful Stalin was a great man."
330,zho_Hans,Chinese,"对俄国进行的一次访问,在那里他受到了 英国驻俄大使 斯坦福德·克里普斯的欢迎, 使他确信 令人高兴的斯大林是个伟人"
331,eng_Latn,English,"But it'll be the end of your political ambitions, wouldn't it?"
331,zho_Hans,Chinese,舌头打结了，说不出话来。 然后... ...
332,eng_Latn,English,Paragraph 3 (a)
332,zho_Hans,Chinese,第3(a)段
333,eng_Latn,English,"The Force is mandated to help the Security Council achieve an overall objective, namely, to maintain international peace and security."
333,zho_Hans,Chinese,2. 该部队的任务是帮助安全理事会实现一个总体目标，即维护国际和平与安全。
334,eng_Latn,English,"Bring it in! Hey, hey. Come on in, guys."
334,zho_Hans,Chinese,带进来，喂喂，进来，兄弟们
335,eng_Latn,English,"The SBI encouraged non-Annex I Parties to submit project proposals for the funding of their subsequent national communications before completion of their current national communications, in order to avoid a lack of continuity in project financing."
335,zho_Hans,Chinese,7. 履行机构鼓励非附件一缔约方在完成当前国家信息通报之前提交资助其后续国家信息通报的项目建议，以避免项目供资失去连续性。
336,eng_Latn,English,"Alright, everybody, drop your guns."
336,zho_Hans,Chinese,"好了,每个人都放下自己的武器"
337,eng_Latn,English,(h) Annex III contains estimated increases or decreases in requirements for jointly financed activities and inter-organizational measures by main determining factor;
337,zho_Hans,Chinese,(h) 附件三载列按主要决定因素开列的合资办理活动和组织间措施所需经费增减估计数；
338,eng_Latn,English,Appropriate support services for victims.
338,zho_Hans,Chinese,85. 为受害人提供恰当的支助服务。
339,eng_Latn,English,Terrorism also affects the stability of nations and the very basis of societies.
339,zho_Hans,Chinese,恐怖主义还影响国家的稳定和社会的基础。
340,eng_Latn,English,"Taking note of the report of the Secretary-General on impunity (E/CN.4/2002/102),"
340,zho_Hans,Chinese,注意到秘书长关于法不治罪问题的报告(E/CN.4/2002/102)，
341,eng_Latn,English,Hope's slowly dyin'
341,zho_Hans,Chinese,希望渐逝
342,eng_Latn,English,A/C.5/60/L.5 Item 132 -- Report of the Secretary-General on the activities of the Office of Internal Oversight Services -- Draft resolution submitted by the Chairman following informal consultations -- Implementation of the recommendations of the Office of Internal Oversight Services on its management audit of the regional commissions [A C E F R S]
342,zho_Hans,Chinese,A/C.5/60/L.5 项目132——秘书长关于内部监督事务厅活动的报告——主席在非正式协商后提出的决议草案——内部监督事务厅就区域委员会管理审计所提建议执行情况 [阿、中、英、法、俄、西]
343,eng_Latn,English,All day and all of the night.
343,zho_Hans,Chinese,整天的夜晚。
344,eng_Latn,English,Kuwait stated that Yemen undertook efforts to combat corruption and that technical assistance might be vital in this regard.
344,zho_Hans,Chinese,科威特说，也门开展了打击腐败工作，在这方面给予技术援助可能是十分重要的。
345,eng_Latn,English,· The participants emphasized the importance of an essential role for the Arab private sector and Arab NGOs in the process of Iraq's reconstruction.
345,zho_Hans,Chinese,与会者强调了阿拉伯私营部门和阿拉伯非政府组织在伊拉克重建过程中扮演重要角色的重要性。
346,eng_Latn,English,It was not the doing of the Transitional National Government or of anyone associated with the Transitional National Government.
346,zho_Hans,Chinese,它也不是过渡期国民政府或与过渡期国民政府有关的任何人做的。
347,eng_Latn,English,He went for a beer.
347,zho_Hans,Chinese,他去喝啤酒了
348,eng_Latn,English,Furukawa does not state what happened to the contracts on its return to Kuwait.
348,zho_Hans,Chinese,Furukawa没有说明它返回科威特以后合同方面出现了哪些情况。
349,eng_Latn,English,"-Dude, it was like her mouth ejaculated."
349,zho_Hans,Chinese,-老兄，感觉很像她用嘴巴射精耶
350,eng_Latn,English,"If a designee predeceases the participant or former participant, the payments shall not commence, or if they have commenced, shall cease upon the designee's death."
350,zho_Hans,Chinese,如指定受益人先于参与人或前参与人死亡，则不得开始支付此种款项，如已开始支付，则应于指定的受益人死亡时停止支付。
351,eng_Latn,English,"(i) Supporting Governments in devising effective strategies and establishing appropriate legislative, administrative and regulatory regimes against money-laundering; [updated to reflect General Assembly resolutions 55/2, 55/25 and 56/261]"
351,zho_Hans,Chinese,(i) 支持各国政府制订有效战略，建立适当的立法、行政和管理制度打击洗钱活动；[更新内容，以反映出大会第55/2号、55/25号和56/261号决议]
352,eng_Latn,English,"Under this Plan, UNHCR paid out $1,655,551 to its subscribers in respect of their claims."
352,zho_Hans,Chinese,根据这项计划，难民专员办事处向参加保险的职员支付医药费用报销额共计1 655 551美元。
353,eng_Latn,English,The television as well?
353,zho_Hans,Chinese,电视也可以吗?
354,eng_Latn,English,How much did you spend today?
354,zho_Hans,Chinese,多少钱今天你花？
355,eng_Latn,English,"In 2004, eight (8) Incident Response Teams have been deployed worldwide in response to request of member-countries in managing terrorist incidents."
355,zho_Hans,Chinese,2004年，世界各地应成员国请求共计部署了八个事件应急行动组来应付恐怖主义事件。
356,eng_Latn,English,This implies that there is no sovereignty in space.
356,zho_Hans,Chinese,这意味着在外空不存在主权问题。
357,eng_Latn,English,That report will analyse performance at the mid-point of the strategic plan period and measure the degree to which the UNDP project portfolio is aligned with the outcomes it supports.
357,zho_Hans,Chinese,报告将在战略计划期间中点分析执行情况并衡量开发署项目组合与其所支助成果之间的一致程度。
358,eng_Latn,English,"However, under the Guide, the rights of a licensee (as a debtor of the assigned receivables) are not affected except as otherwise provided in the secured transactions law recommended in the Guide (see recommendation 117, subparagraph (a))."
358,zho_Hans,Chinese,但是，按照《指南》，被许可权人（作为所转让应收款的债务人）的权利不受影响，除非《指南》所建议的担保交易法另有规定（见建议117(a)项）。
359,eng_Latn,English,"In 2000, the Navy had about 4,000 military personnel, about 4,000 dependants and 2,000-3,000 contract civilian workers."
359,zho_Hans,Chinese,空军约有1 800名军事人员、近2 200名家属和不到400名文职雇工。
360,eng_Latn,English,Why then are we in this predicament today?
360,zho_Hans,Chinese,那么，我们为什么会处于今天这种困境的呢？
361,eng_Latn,English,The WHO Recommended Classification of Pesticides by Hazard.
361,zho_Hans,Chinese,《卫生组织建议的杀虫剂危险性分类法》。
362,eng_Latn,English,"You've been focused so hard on making it, you forgot about one thing."
362,zho_Hans,Chinese,却忘记了最重要的东西 那东西叫音乐 我才不会放在心上呢 你们知道吗?
363,eng_Latn,English,Rosie's been more efficient than I anticipated. I know where we could rustle up a car.
363,zho_Hans,Chinese,我知道一个地方能租车
364,eng_Latn,English,Three candidates were alleged to maintain relationships with militias.
364,zho_Hans,Chinese,三名候选人据称同民兵保持关系。
365,eng_Latn,English,I can't do that if I'm trapped in a life I don't want.
