encoder,sentence_id,lang_a,lang_b,similarity
MiniLM,1448,English,Russian,0.9031
MiniLM,1449,English,Russian,0.8731
MiniLM,1450,English,Russian,0.9768
MiniLM,1451,English,Russian,0.8687
MiniLM,1452,English,Russian,0.9756
MiniLM,1453,English,Russian,0.7591
MiniLM,1454,English,Russian,0.7611
MiniLM,1455,English,Russian,0.894
MiniLM,1456,English,Russian,0.8848
MiniLM,1457,English,Russian,0.88
MiniLM,1458,English,Russian,0.6473
MiniLM,1459,English,Russian,0.8799
MiniLM,1460,English,Russian,0.9565
MiniLM,1461,English,Russian,0.9143
MiniLM,1462,English,Russian,0.5095
MiniLM,1463,English,Russian,0.6126
MiniLM,1464,English,Russian,0.6153
MiniLM,1465,English,Russian,0.8901
MiniLM,1466,English,Russian,0.9715
MiniLM,1467,English,Russian,0.925
MiniLM,1468,English,Russian,0.9573
MiniLM,1469,English,Russian,0.8555
MiniLM,1470,English,Russian,0.8926
MiniLM,1471,English,Russian,0.8913
MiniLM,1472,English,Russian,0.9397
MiniLM,1473,English,Russian,0.7247
MiniLM,1474,English,Russian,0.7069
MiniLM,1475,English,Russian,0.8958
MiniLM,1476,English,Russian,0.9256
MiniLM,1477,English,Russian,0.5187
MiniLM,1478,English,Russian,0.9274
MiniLM,1479,English,Russian,0.984
MiniLM,1480,English,Russian,0.9287
MiniLM,1481,English,Russian,0.6383
MiniLM,1482,English,Russian,0.7028
MiniLM,1483,English,Russian,0.8309
MiniLM,1484,English,Russian,0.5707
MiniLM,1485,English,Russian,0.5254
MiniLM,1486,English,Russian,0.6955
MiniLM,1487,English,Russian,0.4914
MiniLM,1488,English,Russian,0.9287
MiniLM,1489,English,Russian,0.751
MiniLM,1490,English,Russian,0.7903
MiniLM,1491,English,Russian,0.8583
MiniLM,1492,English,Russian,0.9626
MiniLM,1493,English,Russian,0.9567
MiniLM,1494,English,Russian,0.9143
MiniLM,1495,English,Russian,0.498
MiniLM,1496,English,Russian,0.713
MiniLM,1497,English,Russian,0.7379
MiniLM,1498,English,Russian,0.9297
MiniLM,1499,English,Russian,0.8981
MiniLM,1500,English,Russian,0.8412
mE5,1,English,Chinese,0.8563
mE5,2,English,Chinese,0.8644
mE5,3,English,Chinese,0.845
mE5,4,English,Chinese,0.8856
mE5,5,English,Chinese,0.9034
mE5,6,English,Chinese,0.9212
mE5,7,English,Chinese,0.796
mE5,8,English,Chinese,0.8635
mE5,9,English,Chinese,0.8285
mE5,10,English,Chinese,0.8668
mE5,11,English,Chinese,0.9213
mE5,12,English,Chinese,0.8792
mE5,13,English,Chinese,0.8669
mE5,14,English,Chinese,0.8824
mE5,15,English,Chinese,0.894
mE5,16,English,Chinese,0.8609
mE5,17,English,Chinese,0.877
mE5,18,English,Chinese,0.851
mE5,19,English,Chinese,0.8613
mE5,20,English,Chinese,0.9358
mE5,21,English,Chinese,0.8109
mE5,22,English,Chinese,0.885
mE5,23,English,Chinese,0.8626
mE5,24,English,Chinese,0.9136
mE5,25,English,Chinese,0.8218
mE5,26,English,Chinese,0.8939
mE5,27,English,Chinese,1.0
mE5,28,English,Chinese,0.8784
mE5,29,English,Chinese,0.9269
mE5,30,English,Chinese,0.8393
mE5,31,English,Chinese,0.861
mE5,32,English,Chinese,0.8352
mE5,33,English,Chinese,0.8534
mE5,34,English,Chinese,0.8731
mE5,35,English,Chinese,0.8259
mE5,36,English,Chinese,0.8652
mE5,37,English,Chinese,0.8522
mE5,38,English,Chinese,0.8704
mE5,39,English,Chinese,0.8758
mE5,40,English,Chinese,0.8381
mE5,41,English,Chinese,0.9068
mE5,42,English,Chinese,0.8489
mE5,43,English,Chinese,0.9015
mE5,44,English,Chinese,0.8305
mE5,45,English,Chinese,0.9057
mE5,46,English,Chinese,0.8692
mE5,47,English,Chinese,0.8924
mE5,48,English,Chinese,0.8625
mE5,49,English,Chinese,0.9067
mE5,50,English,Chinese,0.888
mE5,51,English,Chinese,0.8592
mE5,52,English,Chinese,0.871
mE5,53,English,Chinese,0.8479
mE5,54,English,Chinese,0.8708
mE5,55,English,Chinese,0.8675
mE5,56,English,Chinese,0.8607
mE5,57,English,Chinese,0.831
mE5,58,English,Chinese,0.8748
mE5,59,English,Chinese,0.823
mE5,60,English,Chinese,0.9005
mE5,61,English,Chinese,0.8888
mE5,62,English,Chinese,0.8562
mE5,63,English,Chinese,0.8423
mE5,64,English,Chinese,0.891
mE5,65,English,Chinese,0.8724
mE5,66,English,Chinese,0.7952
mE5,67,English,Chinese,0.8808
mE5,68,English,Chinese,0.9067
mE5,69,English,Chinese,0.852
mE5,70,English,Chinese,0.8795
mE5,71,English,Chinese,0.8853
mE5,72,English,Chinese,0.8884
mE5,73,English,Chinese,0.8233
mE5,74,English,Chinese,0.9042
mE5,75,English,Chinese,0.7879
mE5,76,English,Chinese,0.9004
mE5,77,English,Chinese,0.8595
mE5,78,English,Chinese,0.8178
mE5,79,English,Chinese,0.8556
mE5,80,English,Chinese,0.8843
mE5,81,English,Chinese,0.8529
mE5,82,English,Chinese,0.9055
mE5,83,English,Chinese,0.7968
mE5,84,English,Chinese,0.8875
mE5,85,English,Chinese,0.8391
mE5,86,English,Chinese,0.8131
mE5,87,English,Chinese,0.8444
mE5,88,English,Chinese,0.8343
mE5,89,English,Chinese,0.7959
mE5,90,English,Chinese,0.8313
mE5,91,English,Chinese,0.8343
mE5,92,English,Chinese,0.9014
mE5,93,English,Chinese,0.857
mE5,94,English,Chinese,0.9092
mE5,95,English,Chinese,0.8307
mE5,96,English,Chinese,0.8971
mE5,97,English,Chinese,0.9072
mE5,98,English,Chinese,0.9408
mE5,99,English,Chinese,0.8954
mE5,100,English,Chinese,0.8668
mE5,101,English,Chinese,0.8819
mE5,102,English,Chinese,0.8339
mE5,103,English,Chinese,0.9092
mE5,104,English,Chinese,0.8704
mE5,105,English,Chinese,0.9009
mE5,106,English,Chinese,0.8911
mE5,107,English,Chinese,0.9015
mE5,108,English,Chinese,0.9159
mE5,109,English,Chinese,0.9087
mE5,110,English,Chinese,0.9123
mE5,111,English,Chinese,0.9058
mE5,112,English,Chinese,0.9337
mE5,113,English,Chinese,0.9033
mE5,114,English,Chinese,0.8505
mE5,115,English,Chinese,0.8645
mE5,116,English,Chinese,0.8551
mE5,117,English,Chinese,0.7849
mE5,118,English,Chinese,0.845
mE5,119,English,Chinese,1.0
mE5,120,English,Chinese,0.8537
mE5,121,English,Chinese,0.8224
mE5,122,English,Chinese,0.8518
mE5,123,English,Chinese,0.9005
mE5,124,English,Chinese,0.9178
mE5,125,English,Chinese,0.8728
mE5,126,English,Chinese,0.8496
mE5,127,English,Chinese,0.8072
mE5,128,English,Chinese,0.9097
mE5,129,English,Chinese,0.8856
mE5,130,English,Chinese,0.9099
mE5,131,English,Chinese,0.7823
mE5,132,English,Chinese,0.8307
mE5,133,English,Chinese,0.8759
mE5,134,English,Chinese,0.8518
mE5,135,English,Chinese,0.8783
mE5,136,English,Chinese,0.8551
mE5,137,English,Chinese,0.86
mE5,138,English,Chinese,0.8962
mE5,139,English,Chinese,0.8161
mE5,140,English,Chinese,0.8815
mE5,141,English,Chinese,0.915
mE5,142,English,Chinese,0.8481
mE5,143,English,Chinese,0.8706
mE5,144,English,Chinese,0.931
mE5,145,English,Chinese,0.8688
mE5,146,English,Chinese,0.874
mE5,147,English,Chinese,0.7926
mE5,148,English,Chinese,0.8699
mE5,149,English,Chinese,0.8705
mE5,150,English,Chinese,0.8834
mE5,151,English,Chinese,0.8589
mE5,152,English,Chinese,0.8738
mE5,153,English,Chinese,0.8627
mE5,154,English,Chinese,0.8822
mE5,155,English,Chinese,0.8965
mE5,156,English,Chinese,0.8393
mE5,157,English,Chinese,0.7603
mE5,158,English,Chinese,0.9358
mE5,159,English,Chinese,0.8808
mE5,160,English,Chinese,0.878
mE5,161,English,Chinese,0.8453
mE5,162,English,Chinese,0.8588
mE5,163,English,Chinese,0.8482
mE5,164,English,Chinese,0.882
mE5,165,English,Chinese,0.8004
mE5,166,English,Chinese,0.8916
mE5,167,English,Chinese,0.8626
mE5,168,English,Chinese,0.8749
mE5,169,English,Chinese,0.8336
mE5,170,English,Chinese,0.8743
mE5,171,English,Chinese,0.8673
mE5,172,English,Chinese,0.8359
mE5,173,English,Chinese,0.8922
mE5,174,English,Chinese,0.8861
mE5,175,English,Chinese,0.8696
mE5,176,English,Chinese,0.8614
mE5,177,English,Chinese,0.9277
mE5,178,English,Chinese,0.8363
mE5,179,English,Chinese,0.8464
mE5,180,English,Chinese,0.9557
mE5,181,English,Chinese,0.9051
mE5,182,English,Chinese,0.8753
mE5,183,English,Chinese,0.8956
mE5,184,English,Chinese,0.8232
mE5,185,English,Chinese,0.8648
mE5,186,English,Chinese,0.8701
mE5,187,English,Chinese,0.8632
mE5,188,English,Chinese,0.8387
mE5,189,English,Chinese,0.8752
mE5,190,English,Chinese,0.8716
mE5,191,English,Chinese,0.9181
mE5,192,English,Chinese,0.8716
mE5,193,English,Chinese,0.8293
mE5,194,English,Chinese,0.8282
mE5,195,English,Chinese,0.8682
mE5,196,English,Chinese,0.9044
mE5,197,English,Chinese,0.9342
mE5,198,English,Chinese,0.8956
mE5,199,English,Chinese,0.8044
mE5,200,English,Chinese,0.8586
mE5,201,English,Chinese,0.8682
mE5,202,English,Chinese,0.7346
mE5,203,English,Chinese,0.9046
mE5,204,English,Chinese,0.9076
mE5,205,English,Chinese,0.9066
mE5,206,English,Chinese,0.9231
mE5,207,English,Chinese,0.8765
mE5,208,English,Chinese,0.9431
mE5,209,English,Chinese,0.8634
mE5,210,English,Chinese,0.8784
mE5,211,English,Chinese,0.8765
mE5,212,English,Chinese,0.8037
mE5,213,English,Chinese,0.8607
mE5,214,English,Chinese,0.8574
mE5,215,English,Chinese,0.9116
mE5,216,English,Chinese,0.8947
mE5,217,English,Chinese,0.9067
mE5,218,English,Chinese,0.8625
mE5,219,English,Chinese,0.8571
mE5,220,English,Chinese,0.8787
mE5,221,English,Chinese,0.8705
mE5,222,English,Chinese,0.8434
mE5,223,English,Chinese,0.8527
mE5,224,English,Chinese,0.8977
mE5,225,English,Chinese,0.8486
mE5,226,English,Chinese,0.9357
mE5,227,English,Chinese,0.7798
mE5,228,English,Chinese,0.8968
mE5,229,English,Chinese,0.7859
mE5,230,English,Chinese,0.8856
mE5,231,English,Chinese,0.8357
mE5,232,English,Chinese,0.8214
mE5,233,English,Chinese,0.8856
mE5,234,English,Chinese,0.9246
mE5,235,English,Chinese,0.8287
mE5,236,English,Chinese,0.8169
mE5,237,English,Chinese,0.8552
mE5,238,English,Chinese,0.878
mE5,239,English,Chinese,0.8757
mE5,240,English,Chinese,0.8676
mE5,241,English,Chinese,0.844
mE5,242,English,Chinese,0.9122
mE5,243,English,Chinese,0.9126
mE5,244,English,Chinese,0.9048
mE5,245,English,Chinese,0.8997
mE5,246,English,Chinese,0.868
mE5,247,English,Chinese,0.9646
mE5,248,English,Chinese,0.8833
mE5,249,English,Chinese,0.8708
mE5,250,English,Chinese,0.8835
mE5,251,English,Chinese,0.8776
mE5,252,English,Chinese,0.8858
mE5,253,English,Chinese,0.9941
mE5,254,English,Chinese,0.8468
mE5,255,English,Chinese,0.8365
mE5,256,English,Chinese,0.8329
mE5,257,English,Chinese,0.8357
mE5,258,English,Chinese,0.8251
mE5,259,English,Chinese,0.8695
mE5,260,English,Chinese,0.8581
mE5,261,English,Chinese,0.9141
mE5,262,English,Chinese,0.8577
mE5,263,English,Chinese,0.9125
mE5,264,English,Chinese,0.8658
mE5,265,English,Chinese,0.771
mE5,266,English,Chinese,0.8676
mE5,267,English,Chinese,0.8533
mE5,268,English,Chinese,0.8297
mE5,269,English,Chinese,0.9156
mE5,270,English,Chinese,0.8763
mE5,271,English,Chinese,0.8068
mE5,272,English,Chinese,0.8221
mE5,273,English,Chinese,0.8857
mE5,274,English,Chinese,0.762
mE5,275,English,Chinese,0.8401
mE5,276,English,Chinese,0.8842
mE5,277,English,Chinese,0.8979
mE5,278,English,Chinese,0.879
mE5,279,English,Chinese,0.8607
mE5,280,English,Chinese,0.8796
mE5,281,English,Chinese,0.8954
mE5,282,English,Chinese,0.844
mE5,283,English,Chinese,0.8809
mE5,284,English,Chinese,0.8622
mE5,285,English,Chinese,0.9158
mE5,286,English,Chinese,0.8871
mE5,287,English,Chinese,0.829
mE5,288,English,Chinese,0.8438
mE5,289,English,Chinese,0.829
mE5,290,English,Chinese,0.8539
mE5,291,English,Chinese,0.848
mE5,292,English,Chinese,0.893
mE5,293,English,Chinese,0.8032
mE5,294,English,Chinese,0.8727
mE5,295,English,Chinese,0.8844
mE5,296,English,Chinese,0.8965
mE5,297,English,Chinese,0.8933
mE5,298,English,Chinese,0.8839
mE5,299,English,Chinese,0.91
mE5,300,English,Chinese,0.8494
mE5,301,English,Chinese,0.9095
mE5,302,English,Chinese,0.8431
mE5,303,English,Chinese,0.8819
mE5,304,English,Chinese,0.8582
mE5,305,English,Chinese,0.871
mE5,306,English,Chinese,0.9231
mE5,307,English,Chinese,0.8603
mE5,308,English,Chinese,0.8555
mE5,309,English,Chinese,0.8775
mE5,310,English,Chinese,0.9078
mE5,311,English,Chinese,0.8576
mE5,312,English,Chinese,0.8878
mE5,313,English,Chinese,0.8903
mE5,314,English,Chinese,0.8395
mE5,315,English,Chinese,0.9065
mE5,316,English,Chinese,0.8462
mE5,317,English,Chinese,0.8533
mE5,318,English,Chinese,0.8969
mE5,319,English,Chinese,0.8716
mE5,320,English,Chinese,0.8758
mE5,321,English,Chinese,0.9545
mE5,322,English,Chinese,0.9067
mE5,323,English,Chinese,0.8735
mE5,324,English,Chinese,0.8445
mE5,325,English,Chinese,1.0
mE5,326,English,Chinese,0.815
mE5,327,English,Chinese,0.8517
mE5,328,English,Chinese,0.8719
mE5,329,English,Chinese,0.8345
mE5,330,English,Chinese,0.8537
mE5,331,English,Chinese,0.7918
mE5,332,English,Chinese,0.8762
mE5,333,English,Chinese,0.8631
mE5,334,English,Chinese,0.8735
mE5,335,English,Chinese,0.8364
mE5,336,English,Chinese,0.8901
mE5,337,English,Chinese,0.8921
mE5,338,English,Chinese,0.9167
mE5,339,English,Chinese,0.8862
mE5,340,English,Chinese,0.8883
mE5,341,English,Chinese,0.8449
mE5,342,English,Chinese,0.8656
mE5,343,English,Chinese,0.9203
mE5,344,English,Chinese,0.8485
mE5,345,English,Chinese,0.895
mE5,346,English,Chinese,0.9118
mE5,347,English,Chinese,0.8981
mE5,348,English,Chinese,0.8886
mE5,349,English,Chinese,0.8928
mE5,350,English,Chinese,0.8796
mE5,351,English,Chinese,0.9009
mE5,352,English,Chinese,0.8649
mE5,353,English,Chinese,0.8602
mE5,354,English,Chinese,0.8963
mE5,355,English,Chinese,0.8698
mE5,356,English,Chinese,0.9131
mE5,357,English,Chinese,0.8542
mE5,358,English,Chinese,0.8624
mE5,359,English,Chinese,0.8062
mE5,360,English,Chinese,0.8933
mE5,361,English,Chinese,0.884
mE5,362,English,Chinese,0.8595
mE5,363,English,Chinese,0.8224
mE5,364,English,Chinese,0.8875
mE5,365,English,Chinese,0.9081
mE5,366,English,Chinese,0.8722
mE5,367,English,Chinese,0.8173
mE5,368,English,Chinese,0.8424
mE5,369,English,Chinese,0.8794
mE5,370,English,Chinese,0.9378
mE5,371,English,Chinese,0.9011
mE5,372,English,Chinese,0.8483
mE5,373,English,Chinese,0.8026
mE5,374,English,Chinese,0.8776
mE5,375,English,Chinese,0.9453
mE5,376,English,Chinese,0.7949
mE5,377,English,Chinese,0.926
mE5,378,English,Chinese,0.8929
mE5,379,English,Chinese,0.8696
mE5,380,English,Chinese,0.8394
mE5,381,English,Chinese,0.8904
mE5,382,English,Chinese,0.9055
mE5,383,English,Chinese,0.8415
mE5,384,English,Chinese,0.8841
mE5,385,English,Chinese,0.8852
mE5,386,English,Chinese,0.8323
mE5,387,English,Chinese,0.8814
mE5,388,English,Chinese,0.9133
mE5,389,English,Chinese,0.8495
mE5,390,English,Chinese,0.8984
mE5,391,English,Chinese,0.8551
mE5,392,English,Chinese,0.862
mE5,393,English,Chinese,0.8871
mE5,394,English,Chinese,0.834
mE5,395,English,Chinese,0.7554
mE5,396,English,Chinese,0.8513
mE5,397,English,Chinese,0.847
mE5,398,English,Chinese,0.8533
mE5,399,English,Chinese,0.8456
mE5,400,English,Chinese,0.8278
mE5,401,English,Chinese,0.8644
mE5,402,English,Chinese,0.8591
mE5,403,English,Chinese,0.8543
mE5,404,English,Chinese,0.8967
mE5,405,English,Chinese,0.8585
mE5,406,English,Chinese,0.8244
mE5,407,English,Chinese,0.8586
mE5,408,English,Chinese,0.8473
mE5,409,English,Chinese,0.9136
mE5,410,English,Chinese,0.8532
mE5,411,English,Chinese,0.8462
mE5,412,English,Chinese,0.9118
mE5,413,English,Chinese,0.8671
mE5,414,English,Chinese,0.8741
mE5,415,English,Chinese,0.8846
mE5,416,English,Chinese,0.8512
mE5,417,English,Chinese,0.919
mE5,418,English,Chinese,0.8817
mE5,419,English,Chinese,0.8944
mE5,420,English,Chinese,0.8841
mE5,421,English,Chinese,0.8728
mE5,422,English,Chinese,0.8919
mE5,423,English,Chinese,0.9178
mE5,424,English,Chinese,0.8762
mE5,425,English,Chinese,0.9278
mE5,426,English,Chinese,0.8745
mE5,427,English,Chinese,0.8676
mE5,428,English,Chinese,0.8416
mE5,429,English,Chinese,0.8344
mE5,430,English,Chinese,0.8322
mE5,431,English,Chinese,0.9175
mE5,432,English,Chinese,0.8861
mE5,433,English,Chinese,0.8544
mE5,434,English,Chinese,0.8676
mE5,435,English,Chinese,0.8437
mE5,436,English,Chinese,0.8942
mE5,437,English,Chinese,0.8498
mE5,438,English,Chinese,0.9293
mE5,439,English,Chinese,0.842
mE5,440,English,Chinese,0.8557
mE5,441,English,Chinese,0.8599
mE5,442,English,Chinese,0.8003
mE5,443,English,Chinese,0.8694
mE5,444,English,Chinese,0.812
mE5,445,English,Chinese,0.9538
mE5,446,English,Chinese,0.8775
mE5,447,English,Chinese,0.8813
mE5,448,English,Chinese,0.8077
mE5,449,English,Chinese,0.8212
mE5,450,English,Chinese,0.8055
mE5,451,English,Chinese,0.8455
mE5,452,English,Chinese,0.9119
mE5,453,English,Chinese,0.8669
mE5,454,English,Chinese,0.8836
mE5,455,English,Chinese,0.9229
mE5,456,English,Chinese,0.8793
mE5,457,English,Chinese,0.8354
mE5,458,English,Chinese,0.8806
mE5,459,English,Chinese,0.84
mE5,460,English,Chinese,0.8323
mE5,461,English,Chinese,0.9081
mE5,462,English,Chinese,0.8719
mE5,463,English,Chinese,0.8261
mE5,464,English,Chinese,0.8694
mE5,465,English,Chinese,0.8758
mE5,466,English,Chinese,0.8505
mE5,467,English,Chinese,0.8295
mE5,468,English,Chinese,0.8444
mE5,469,English,Chinese,0.8831
mE5,470,English,Chinese,0.8971
mE5,471,English,Chinese,0.8945
mE5,472,English,Chinese,0.8671
mE5,473,English,Chinese,0.8538
mE5,474,English,Chinese,0.8944
mE5,475,English,Chinese,0.8332
mE5,476,English,Chinese,0.8739
mE5,477,English,Chinese,0.8551
mE5,478,English,Chinese,0.8471
mE5,479,English,Chinese,0.8366
mE5,480,English,Chinese,0.902
mE5,481,English,Chinese,0.8773
mE5,482,English,Chinese,0.8719
mE5,483,English,Chinese,0.8184
mE5,484,English,Chinese,0.8655
mE5,485,English,Chinese,0.8103
mE5,486,English,Chinese,0.8897
mE5,487,English,Chinese,0.846
mE5,488,English,Chinese,0.8496
mE5,489,English,Chinese,0.9003
mE5,490,English,Chinese,0.8637
mE5,491,English,Chinese,0.8108
mE5,492,English,Chinese,0.8977
mE5,493,English,Chinese,0.8745
mE5,494,English,Chinese,0.8747
mE5,495,English,Chinese,0.8904
mE5,496,English,Chinese,0.8669
mE5,497,English,Chinese,0.8405
mE5,498,English,Chinese,0.8969
mE5,499,English,Chinese,0.8872
mE5,500,English,Chinese,0.8669
mE5,501,English,Japanese,0.8461
mE5,502,English,Japanese,0.8383
mE5,503,English,Japanese,0.879
mE5,504,English,Japanese,0.768
mE5,505,English,Japanese,0.8278
mE5,506,English,Japanese,0.8422
mE5,507,English,Japanese,0.9139
mE5,508,English,Japanese,0.8583
mE5,509,English,Japanese,0.8812
mE5,510,English,Japanese,0.8809
mE5,511,English,Japanese,0.8729
mE5,512,English,Japanese,0.8977
mE5,513,English,Japanese,0.8638
mE5,514,English,Japanese,0.8556
mE5,515,English,Japanese,0.85
mE5,516,English,Japanese,0.8913
mE5,517,English,Japanese,0.8308
mE5,518,English,Japanese,0.8715
mE5,519,English,Japanese,0.864
mE5,520,English,Japanese,0.8486
mE5,521,English,Japanese,0.845
mE5,522,English,Japanese,0.8854
mE5,523,English,Japanese,0.8378
mE5,524,English,Japanese,0.8115
mE5,525,English,Japanese,0.8545
mE5,526,English,Japanese,0.8671
mE5,527,English,Japanese,0.7934
mE5,528,English,Japanese,0.9004
mE5,529,English,Japanese,0.857
mE5,530,English,Japanese,0.8894
mE5,531,English,Japanese,0.8905
mE5,532,English,Japanese,0.867
mE5,533,English,Japanese,0.8924
mE5,534,English,Japanese,0.8759
mE5,535,English,Japanese,0.8688
mE5,536,English,Japanese,0.9046
mE5,537,English,Japanese,1.0
mE5,538,English,Japanese,0.8317
mE5,539,English,Japanese,0.8548
mE5,540,English,Japanese,0.8625
mE5,541,English,Japanese,0.8351
mE5,542,English,Japanese,0.7994
mE5,543,English,Japanese,0.9246
mE5,544,English,Japanese,0.8598
mE5,545,English,Japanese,0.9523
mE5,546,English,Japanese,0.8771
mE5,547,English,Japanese,0.8353
mE5,548,English,Japanese,0.8762
mE5,549,English,Japanese,0.8731
mE5,550,English,Japanese,0.923
mE5,551,English,Japanese,0.7892
mE5,552,English,Japanese,0.877
mE5,553,English,Japanese,0.9564
mE5,554,English,Japanese,0.8547
mE5,555,English,Japanese,0.8696
mE5,556,English,Japanese,0.9271
mE5,557,English,Japanese,0.8625
mE5,558,English,Japanese,0.8518
mE5,559,English,Japanese,0.861
mE5,560,English,Japanese,1.0
mE5,561,English,Japanese,0.8412
mE5,562,English,Japanese,0.852
mE5,563,English,Japanese,0.7789
mE5,564,English,Japanese,0.8193
mE5,565,English,Japanese,0.8647
mE5,566,English,Japanese,0.8052
mE5,567,English,Japanese,0.8679
mE5,568,English,Japanese,0.9031
mE5,569,English,Japanese,0.8135
mE5,570,English,Japanese,0.8495
mE5,571,English,Japanese,0.8509
mE5,572,English,Japanese,0.8473
mE5,573,English,Japanese,0.8933
mE5,574,English,Japanese,0.8749
mE5,575,English,Japanese,0.8098
mE5,576,English,Japanese,0.8807
mE5,577,English,Japanese,0.8247
mE5,578,English,Japanese,0.8781
mE5,579,English,Japanese,0.951
mE5,580,English,Japanese,0.892
mE5,581,English,Japanese,0.8591
mE5,582,English,Japanese,0.8438
mE5,583,English,Japanese,0.8674
mE5,584,English,Japanese,0.8767
mE5,585,English,Japanese,0.8842
mE5,586,English,Japanese,0.8683
mE5,587,English,Japanese,0.9095
mE5,588,English,Japanese,0.8227
mE5,589,English,Japanese,0.919
mE5,590,English,Japanese,0.8739
mE5,591,English,Japanese,0.8256
mE5,592,English,Japanese,0.8576
mE5,593,English,Japanese,0.8052
mE5,594,English,Japanese,0.8274
mE5,595,English,Japanese,0.8611
mE5,596,English,Japanese,0.8586
mE5,597,English,Japanese,0.8832
mE5,598,English,Japanese,0.8141
mE5,599,English,Japanese,0.7903
mE5,600,English,Japanese,0.9115
mE5,601,English,Japanese,0.8277
mE5,602,English,Japanese,0.8948
mE5,603,English,Japanese,0.8919
mE5,604,English,Japanese,0.8563
mE5,605,English,Japanese,0.8483
mE5,606,English,Japanese,0.8739
mE5,607,English,Japanese,1.0
mE5,608,English,Japanese,0.765
mE5,609,English,Japanese,0.8184
mE5,610,English,Japanese,0.8205
mE5,611,English,Japanese,0.795
mE5,612,English,Japanese,0.8559
mE5,613,English,Japanese,0.8578
mE5,614,English,Japanese,0.8859
mE5,615,English,Japanese,0.8359
mE5,616,English,Japanese,0.9049
mE5,617,English,Japanese,0.8109
mE5,618,English,Japanese,0.8057
mE5,619,English,Japanese,0.9038
mE5,620,English,Japanese,0.8273
mE5,621,English,Japanese,0.8901
mE5,622,English,Japanese,0.8899
mE5,623,English,Japanese,0.89
mE5,624,English,Japanese,0.8305
mE5,625,English,Japanese,0.8153
mE5,626,English,Japanese,0.8733
mE5,627,English,Japanese,0.8236
mE5,628,English,Japanese,0.8588
mE5,629,English,Japanese,0.838
mE5,630,English,Japanese,0.8162
mE5,631,English,Japanese,0.8753
mE5,632,English,Japanese,0.8326
mE5,633,English,Japanese,0.8957
mE5,634,English,Japanese,0.8967
mE5,635,English,Japanese,0.8379
mE5,636,English,Japanese,0.8597
mE5,637,English,Japanese,0.8558
mE5,638,English,Japanese,0.8569
mE5,639,English,Japanese,0.8579
mE5,640,English,Japanese,0.8791
mE5,641,English,Japanese,0.8478
mE5,642,English,Japanese,0.7962
mE5,643,English,Japanese,0.8975
mE5,644,English,Japanese,0.8782
mE5,645,English,Japanese,0.8449
mE5,646,English,Japanese,0.9345
mE5,647,English,Japanese,0.8285
mE5,648,English,Japanese,0.8526
mE5,649,English,Japanese,0.8092
mE5,650,English,Japanese,0.8493
mE5,651,English,Japanese,0.8768
mE5,652,English,Japanese,0.7568
mE5,653,English,Japanese,0.8525
mE5,654,English,Japanese,0.8108
mE5,655,English,Japanese,0.9657
mE5,656,English,Japanese,0.8577
mE5,657,English,Japanese,0.8811
mE5,658,English,Japanese,0.8929
mE5,659,English,Japanese,0.8411
mE5,660,English,Japanese,0.8134
mE5,661,English,Japanese,0.8379
mE5,662,English,Japanese,0.8734
mE5,663,English,Japanese,0.9166
mE5,664,English,Japanese,0.8744
mE5,665,English,Japanese,0.8983
mE5,666,English,Japanese,0.8626
mE5,667,English,Japanese,0.8273
mE5,668,English,Japanese,0.8643
mE5,669,English,Japanese,0.8088
mE5,670,English,Japanese,0.8892
mE5,671,English,Japanese,0.8538
mE5,672,English,Japanese,0.7909
mE5,673,English,Japanese,0.8341
mE5,674,English,Japanese,0.8701
mE5,675,English,Japanese,0.8802
mE5,676,English,Japanese,0.8732
mE5,677,English,Japanese,0.846
mE5,678,English,Japanese,0.8979
mE5,679,English,Japanese,0.8752
mE5,680,English,Japanese,0.8319
mE5,681,English,Japanese,0.8724
mE5,682,English,Japanese,0.8314
mE5,683,English,Japanese,0.8544
mE5,684,English,Japanese,0.8196
mE5,685,English,Japanese,0.866
mE5,686,English,Japanese,0.901
mE5,687,English,Japanese,0.8748
mE5,688,English,Japanese,0.8552
mE5,689,English,Japanese,0.8189
mE5,690,English,Japanese,0.8544
mE5,691,English,Japanese,0.8402
mE5,692,English,Japanese,0.8794
mE5,693,English,Japanese,0.8154
mE5,694,English,Japanese,0.8782
mE5,695,English,Japanese,0.9048
mE5,696,English,Japanese,0.8596
mE5,697,English,Japanese,0.8897
mE5,698,English,Japanese,0.8475
mE5,699,English,Japanese,0.8254
mE5,700,English,Japanese,0.8418
mE5,701,English,Japanese,0.8038
mE5,702,English,Japanese,0.838
mE5,703,English,Japanese,0.9061
mE5,704,English,Japanese,0.7555
mE5,705,English,Japanese,0.8526
mE5,706,English,Japanese,0.8283
mE5,707,English,Japanese,0.879
mE5,708,English,Japanese,0.8921
mE5,709,English,Japanese,0.8831
mE5,710,English,Japanese,0.8145
mE5,711,English,Japanese,0.9152
mE5,712,English,Japanese,0.8689
mE5,713,English,Japanese,0.8833
mE5,714,English,Japanese,0.8903
mE5,715,English,Japanese,0.8589
mE5,716,English,Japanese,0.7942
mE5,717,English,Japanese,0.866
mE5,718,English,Japanese,0.8731
mE5,719,English,Japanese,0.8382
mE5,720,English,Japanese,0.8469
mE5,721,English,Japanese,0.8667
mE5,722,English,Japanese,0.8289
