sentence_id,language_code,language_name,pair_language,text
2214,eng_Latn,English,Japanese,- I don't know.
2214,ja,Japanese,Japanese,- わからない
2215,eng_Latn,English,Japanese,Please help me.
2215,ja,Japanese,Japanese,お願い　助けて
2216,eng_Latn,English,Japanese,The things people will do for money.
2216,ja,Japanese,Japanese,カネの亡者だな
2217,eng_Latn,English,Japanese,There's no end in sight.
2217,ja,Japanese,Japanese,Zumaniに終わりは ありません
2218,eng_Latn,English,Japanese,"You know, it was a charming evening, but, uh, that dead body in your bathtub is going to start putting off some very noxious odors soon."
2218,ja,Japanese,Japanese,でもバスタブの死体は すぐに不快な臭いを 放ち始めるわ
2219,eng_Latn,English,Japanese,My questions are only gonna get tougher here.
2219,ja,Japanese,Japanese,今の状況を考えろ
2220,eng_Latn,English,Japanese,Texting you Cyrillic icon now.
2220,ja,Japanese,Japanese,ロシア文字で表示してやる
2221,eng_Latn,English,Japanese,- Wait a minute.
2221,ja,Japanese,Japanese,- ちょっと待ってくれ
2222,eng_Latn,English,Japanese,Since my first week at the office.
2222,ja,Japanese,Japanese,最初に会った時からよ
2223,eng_Latn,English,Japanese,I survived that. This ain't shit.
2223,ja,Japanese,Japanese,飛行機にいれば生き残る 冗談じゃねえ
2224,eng_Latn,English,Japanese,Straightaway.
2224,ja,Japanese,Japanese,すぐに行きます
2225,eng_Latn,English,Japanese,I speak from experience.
2225,ja,Japanese,Japanese,経験談から話してる
2226,eng_Latn,English,Japanese,Since she was little more than a child.
2226,ja,Japanese,Japanese,彼女がまだ子供の時からだ
2227,eng_Latn,English,Japanese,"- Excuse me, the DEA?"
2227,ja,Japanese,Japanese,ＤＥＡとは？
2228,eng_Latn,English,Japanese,The psychological strain requires someone emotionally balanced.
2228,ja,Japanese,Japanese,心理的にバランスの取れた 者はいないのか
2229,eng_Latn,English,Japanese,Could I have another glass of beer?
2229,ja,Japanese,Japanese,ビールをもう一杯いただけますか。
2230,eng_Latn,English,Japanese,"Mr. Frum, you portly coward!"
2230,ja,Japanese,Japanese,フランさん かっぷくの良い弱虫！
2231,eng_Latn,English,Japanese,Where's lily?
2231,ja,Japanese,Japanese,リリィは?
2232,eng_Latn,English,Japanese,You'll be cured.
2232,ja,Japanese,Japanese,でもそれは治るよ
2233,eng_Latn,English,Japanese,"It's called that because it's not an island at all, it's a huge giant."
2233,ja,Japanese,Japanese,あれは　本当は　島じゃないんだよ。 あれは　でっかい　巨人なんだ。
2234,eng_Latn,English,Japanese,He said his mom put a bolt on the inside of his closet.
2234,ja,Japanese,Japanese,クローゼットの内側に 鍵がついてて
2235,eng_Latn,English,Japanese,%1% - Thumbnail
2235,ja,Japanese,Japanese,%1% - サムネイル
2236,eng_Latn,English,Japanese,"Those whom they call upon, instead of Allah have no power of intercession, except such that testify to the truth based on knowledge."
2236,ja,Japanese,Japanese,かれの外に，かれらが祈るものは，執り成す力を持たない。只真理を実証する者は別である。かれらは（使徒を）知っている。
2237,eng_Latn,English,Japanese,"Over all these years we've been on the battlefields, we were never once defeated"
2237,ja,Japanese,Japanese,長年の間　我々は戦場にいた 決して敗けなかった
2238,eng_Latn,English,Japanese,What are you waiting for?
2238,ja,Japanese,Japanese,何を待っている？
2239,eng_Latn,English,Japanese,And if that can make him happy...
2239,ja,Japanese,Japanese,彼が興奮するなら
2240,eng_Latn,English,Japanese,Hold the line!
2240,ja,Japanese,Japanese,列を乱すな！
2241,eng_Latn,English,Japanese,"All right, hold what you got."
2241,ja,Japanese,Japanese,よし　待機しろ
2242,eng_Latn,English,Japanese,Did you know him?
2242,ja,Japanese,Japanese,彼を知ってたの？
2243,eng_Latn,English,Japanese,"And no, I'm not sure about shit."
2243,ja,Japanese,Japanese,確信などありません
2244,eng_Latn,English,Japanese,Let's get to work.
2244,ja,Japanese,Japanese,では皆さん　これで
2245,eng_Latn,English,Japanese,"- We don't talk, so that was inappropriate."
2245,ja,Japanese,Japanese,そうだね マズかった
2246,eng_Latn,English,Japanese,I'm gonna go see if she's hiding.
2246,ja,Japanese,Japanese,隠れてないか見てくる
2247,eng_Latn,English,Japanese,He is a shithead.
2247,ja,Japanese,Japanese,ええ、彼は羊よ
2248,eng_Latn,English,Japanese,"I did not spend three years fighting my way across 10,000 miles just so I could be a human blood bag for a few billionaires"
2248,ja,Japanese,Japanese,俺は3年の間、 1万マイルも戦ってきたのは、 億万長者のための血液バッグだったからか
2249,eng_Latn,English,Japanese,"These are dragon lands, Sintel."
2249,ja,Japanese,Japanese,"龍ヶ島じゃぞ, シンテルや."
2250,eng_Latn,English,Japanese,Aaron Kasden's tablet.
2250,ja,Japanese,Japanese,アーロンのタブレットだ
2251,eng_Latn,English,Japanese,You're supposed to be taking it easy.
2251,ja,Japanese,Japanese,あと１時間で退社だ 今日はいいだろう
2252,eng_Latn,English,Japanese,He looks exactly like his brother.
2252,ja,Japanese,Japanese,彼は兄にそっくりだ。
2253,eng_Latn,English,Japanese,"You're okay, baby, you're okay."
2253,ja,Japanese,Japanese,大丈夫よ　ベイビー　大丈夫よ
2254,eng_Latn,English,Japanese,I cheated on both of you.
2254,ja,Japanese,Japanese,俺が 君らを騙した
2255,eng_Latn,English,Japanese,"That's the plan, right?"
2255,ja,Japanese,Japanese,これ決定だもんね
2256,eng_Latn,English,Japanese,Cell phone number
2256,ja,Japanese,Japanese,携帯電話番号
2257,eng_Latn,English,Japanese,I'm 18 years old.
2257,ja,Japanese,Japanese,私は十八歳です。
2258,eng_Latn,English,Japanese,They called me The King.
2258,ja,Japanese,Japanese,俺は王様と呼ばれてた
2259,eng_Latn,English,Japanese,I'm leaving right now
2259,ja,Japanese,Japanese,もう出るところです
2260,eng_Latn,English,Japanese,Can you help me?
2260,ja,Japanese,Japanese,助けてくれるか
2261,eng_Latn,English,Japanese,I wish she'd shot a little more curvy.
2261,ja,Japanese,Japanese,もっと遠まわしに 言って欲しかったな
2262,eng_Latn,English,Japanese,"Then when he's sleeping, you can end this."
2262,ja,Japanese,Japanese,眠らせられれば 終わらせられる
2263,eng_Latn,English,Japanese,You know about my cold hands and feet.
2263,ja,Japanese,Japanese,冷たい手と足を知ってる
2264,eng_Latn,English,Japanese,What shall I say?
2264,ja,Japanese,Japanese,こんな僕ですけど
2265,eng_Latn,English,Japanese,That's a lot more than 10 guys.
2265,ja,Japanese,Japanese,10人以上いるな
2266,eng_Latn,English,Japanese,And a very small man can cast a very large shadow.
2266,ja,Japanese,Japanese,驚くほど小さな男が... ...とても大きな影を写すこともあります
2267,eng_Latn,English,Japanese,Is he with us?
2267,ja,Japanese,Japanese,彼も一緒かね？
2268,eng_Latn,English,Japanese,(PHP 4 = 4.2.0)
2268,ja,Japanese,Japanese,(PHP 4 = 4.2.0)
2269,eng_Latn,English,Japanese,I'm sterile.
2269,ja,Japanese,Japanese,不妊症です。
2270,eng_Latn,English,Japanese,"I'm headed out tonight to find us a mountain, and hopefully arrive at the line."
2270,ja,Japanese,Japanese,今夜 山に発って 手筈を整えておく
2271,eng_Latn,English,Japanese,No fucking way.
2271,ja,Japanese,Japanese,ごめんだね
2272,eng_Latn,English,Japanese,I'm like...
2272,ja,Japanese,Japanese,俺はスウェーデンだ
2273,eng_Latn,English,Japanese,We gotta disappear.
2273,ja,Japanese,Japanese,姿を消すこと
2274,eng_Latn,English,Japanese,- Any attempt to escape...
2274,ja,Japanese,Japanese,- もし逃げ出そうとしたら...
2275,eng_Latn,English,Japanese,You've never known anything else.
2275,ja,Japanese,Japanese,お前はまだ 何も知らないのだ
2276,eng_Latn,English,Japanese,I'm so sorry.
2276,ja,Japanese,Japanese,残念だけど
2277,eng_Latn,English,Japanese,"-He got you. -Yeah, that's hilarious."
2277,ja,Japanese,Japanese,そういうことね
2278,eng_Latn,English,Japanese,Let's go back up.
2278,ja,Japanese,Japanese,戻りましょう」
2279,eng_Latn,English,Japanese,We still need a name.
2279,ja,Japanese,Japanese,名前が必要なんだ
2280,eng_Latn,English,Japanese,"- Yes, I can."
2280,ja,Japanese,Japanese,- いや行ける
2281,eng_Latn,English,Japanese,"""This is nothing but the word of a human being!"""
2281,ja,Japanese,Japanese,どうみても人間の言葉に過ぎません。」
2282,eng_Latn,English,Japanese,"Now, I think some of your personal information may have been retrieved with your communications with fearloathing."
2282,ja,Japanese,Japanese,お二方のどちらかだと 思いますが fearloathingと チャットを再開されましたか
2283,eng_Latn,English,Japanese,What if I could get tom to agree to 75?
2283,ja,Japanese,Japanese,7500万ドルに下げたら？
2284,eng_Latn,English,Japanese,And that's because the enemy knows we're coming.
2284,ja,Japanese,Japanese,一緒の兵士達も同じだ 敵は待ち構えていたんだ
2285,eng_Latn,English,Japanese,Tom can't hurt you.
2285,ja,Japanese,Japanese,トムはあなたを傷つけることはできない。
2286,eng_Latn,English,Japanese,"Yeah, you're about as psychic as a doorknob, trooper."
2286,ja,Japanese,Japanese,あまり深く考えない事よ
2287,eng_Latn,English,Japanese,"Because Sherlock Holmes has made one enormous mistake, which will destroy the lives of everyone he loves."
2287,ja,Japanese,Japanese,シャーロック･ホームズは 重大な過ちを１つ犯したからです 彼の愛する人々の人生が 狂ってしまうことになるでしょう
2288,eng_Latn,English,Japanese,"In international news, the mysterious disappearance of Becky Fayden, the daughter of former MMA champion Andrew Fayden, continues to stump police."
2288,ja,Japanese,Japanese,国際ニュースでは 元ＭＭＡ王者　アンドリュー・ フェイデンさんの娘 ベッキーさんの 不可解な失踪事件が
2289,eng_Latn,English,Japanese,C'est la vie Mon ami
2289,ja,Japanese,Japanese,C'est la vie Mon ami
2290,eng_Latn,English,Japanese,He's your grandson!
2290,ja,Japanese,Japanese,彼はあなたの孫です！
2291,eng_Latn,English,Japanese,"Hey, boss."
2291,ja,Japanese,Japanese,あのぅ　ボス
2292,eng_Latn,English,Japanese,"What's the matter, Sam?"
2292,ja,Japanese,Japanese,どうしたの？ サム
2293,eng_Latn,English,Japanese,Please help.
2293,ja,Japanese,Japanese,どうか　助けて
2294,eng_Latn,English,Japanese,"You and your mates, ya'll can ride back there and y'all can go get that money."
2294,ja,Japanese,Japanese,あんた達が狩るからだ
2295,eng_Latn,English,Japanese,I don't believe it.
2295,ja,Japanese,Japanese,オレは信じない
2296,eng_Latn,English,Japanese,"Wait, what were you doing outside my house?"
2296,ja,Japanese,Japanese,なぜ家の前に？
2297,eng_Latn,English,Japanese,If I had to guess.
2297,ja,Japanese,Japanese,推測ではな
2298,eng_Latn,English,Japanese,You are adorable.
2298,ja,Japanese,Japanese,そうだよ、キミは魅力的だよ！
2299,eng_Latn,English,Japanese,I want Quinn's head more than I want yours.
2299,ja,Japanese,Japanese,あなた以上に クインの首が欲しいの
2300,eng_Latn,English,Japanese,♪ the story's told ♪
2300,ja,Japanese,Japanese,♪ the story's told ♪
2301,eng_Latn,English,Japanese,Who the fuck are you?
2301,ja,Japanese,Japanese,お前は何者だ？
2302,eng_Latn,English,Japanese,Do not call me that!
2302,ja,Japanese,Japanese,二度とその呼び方をするな！
2303,eng_Latn,English,Japanese,Will you please shut the door?
2303,ja,Japanese,Japanese,どうかドアを閉めてくれませんか。
2304,eng_Latn,English,Japanese,Then we have no choice.
2304,ja,Japanese,Japanese,他に選択肢はない
2305,eng_Latn,English,Japanese,You're going to be the best big brother in the world.
2305,ja,Japanese,Japanese,"""あなたは　世界一の　お兄ちゃんになるの。"""
2306,eng_Latn,English,Japanese,"There are 14 layers of security between us and him, two of which aren't even legal in this country."
2306,ja,Japanese,Japanese,そこまで14の セキュリティーチェックがある そのうち２つは この国では違法なものだ
2307,eng_Latn,English,Japanese,Yes. I do.
2307,ja,Japanese,Japanese,えぇ そうよ
2308,eng_Latn,English,Japanese,"Upstairs, now!"
2308,ja,Japanese,Japanese,２階だ　早く！
2309,eng_Latn,English,Japanese,"I wouldn't want to speculate at this time, Bob, but as you know,"
2309,ja,Japanese,Japanese,問題？ 部長、緊急事態です
2310,eng_Latn,English,Japanese,We destroyed it.
2310,ja,Japanese,Japanese,俺達は　それを破壊した
2311,eng_Latn,English,Japanese,"Hey, hey, listen to me."
2311,ja,Japanese,Japanese,ちょと、ちょっ、聞いてくれ
2312,eng_Latn,English,Japanese,"The chiefs of his people, who did not believe, said: ""He is only a man like you. He wishes to acquire ascendancy over you. If God had willed He would have sent down angels. We never heard this from our elders."
2312,ja,Japanese,Japanese,人びとの中，信仰のない長老たちは言った。「何だこれは，あなたがたと同じ只の人間ではないですか。かれはあなたがたの上に，高く留りたいのでしょう。もしアッラーが御望みなら，かれは天使を遣わすべきです。わたしたちは，昔の祖先からも，こんなことは聞きませんでした。
2313,eng_Latn,English,Japanese,They're getting away!
2313,ja,Japanese,Japanese,奴らが逃げちまう！
2314,eng_Latn,English,Japanese,What about permanent?
2314,ja,Japanese,Japanese,正教員には？
2315,eng_Latn,English,Japanese,"Shouldn't that be in the evidence room, detective?"
2315,ja,Japanese,Japanese,それは証拠物でしょ？
2316,eng_Latn,English,Japanese,"Unbound to us, she's a dangerous liability."
2316,ja,Japanese,Japanese,身内にしない限り、あの娘は危険だ
2317,eng_Latn,English,Japanese,What does it have to do with me?
2317,ja,Japanese,Japanese,今のと 何の関係が？
2318,eng_Latn,English,Japanese,"On that Day, man will say, “Where is the escape?”"
2318,ja,Japanese,Japanese,その日人間は，「どこに避難しようか。」と言う。
2319,eng_Latn,English,Japanese,"God, you poisoned my dog?"
2319,ja,Japanese,Japanese,毒殺したのか？
2320,eng_Latn,English,Japanese,Tell him he is out.
2320,ja,Japanese,Japanese,出て行けと
2321,eng_Latn,English,Japanese,"I'm fine, Sergeant."
2321,ja,Japanese,Japanese,大丈夫です巡査部長
2322,eng_Latn,English,Japanese,"I don't understand, she looks so healthy."
2322,ja,Japanese,Japanese,あんなに健康そうなのに
2323,eng_Latn,English,Japanese,"What's going on, Skinny?"
2323,ja,Japanese,Japanese,"""どうするんだ？"""
2324,eng_Latn,English,Japanese,You had better take a little rest.
2324,ja,Japanese,Japanese,君は少し休んだほうがよい。
2325,eng_Latn,English,Japanese,Can you hear me?
2325,ja,Japanese,Japanese,撃ちやがったな
2326,eng_Latn,English,Japanese,Four pips.
2326,ja,Japanese,Japanese,音が4つだ
2327,eng_Latn,English,Japanese,Your lawyer's here.
2327,ja,Japanese,Japanese,弁護士の面会よ
2328,eng_Latn,English,Japanese,- Yes. That's already in the works.
2328,ja,Japanese,Japanese,- えぇ、既に準備は出来てます
2329,eng_Latn,English,Japanese,The door to your right leads to the source and the salvation of Zion.
2329,ja,Japanese,Japanese,右の扉はソースへつながり ザイオンを救うことができる
2330,eng_Latn,English,Japanese,Business absorbs all his time.
2330,ja,Japanese,Japanese,彼は仕事に自分の時間の全てを取られている。
2331,eng_Latn,English,Japanese,All we can give him now is justice.
2331,ja,Japanese,Japanese,今我々が彼のためにできるのは正義だけだ
2332,eng_Latn,English,Japanese,"The plan has gone as you had promised, my lord."
2332,ja,Japanese,Japanese,約束通り　計画は進行しました
2333,eng_Latn,English,Japanese,"It's just since I've been engaged to Inez,"
2333,ja,Japanese,Japanese,イネスと婚約してから
2334,eng_Latn,English,Japanese,"Just rest, dad."
2334,ja,Japanese,Japanese,ちょっと休んで　パパ
2335,eng_Latn,English,Japanese,- Of course we do.
2335,ja,Japanese,Japanese,- もちろんあります
2336,eng_Latn,English,Japanese,I already know about Hayley the werewolf girl.
2336,ja,Japanese,Japanese,ヘイリーの正体は知ってるぞ 人狼娘だ
2337,eng_Latn,English,Japanese,- How'd that work out?
2337,ja,Japanese,Japanese,- うまくいったのか？
2338,eng_Latn,English,Japanese,"I really can't get into it, Carl."
2338,ja,Japanese,Japanese,実際にそれに入り込むことは できないんだ カール
2339,eng_Latn,English,Japanese,"For now, yes."
2339,ja,Japanese,Japanese,今のところは　そうだ
2340,eng_Latn,English,Japanese,Maybe I should learn to fly.
2340,ja,Japanese,Japanese,多分、私は操縦を学ぶべきだと思う。
2341,eng_Latn,English,Japanese,Good afternoon gentlemen.
2341,ja,Japanese,Japanese,こんにちは―― 皆さん
2342,eng_Latn,English,Japanese,That's the one.
2342,ja,Japanese,Japanese,それにしよう。
2343,eng_Latn,English,Japanese,Just leave him alone. He's fine.
2343,ja,Japanese,Japanese,あー、何だ、 口がきけないか？
2344,eng_Latn,English,Japanese,"Listen, y'all don't have to do this."
2344,ja,Japanese,Japanese,待ってくれ 必要ないだろ
2345,eng_Latn,English,Japanese,- I can't take this anymore.
2345,ja,Japanese,Japanese,- どちらも殺させない・・
2346,eng_Latn,English,Japanese,- What the fuck's going on?
2346,ja,Japanese,Japanese,- どうしたんだよ
2347,eng_Latn,English,Japanese,Desktop Pager
2347,ja,Japanese,Japanese,デスクトップページャNAME OF TRANSLATORS
2348,eng_Latn,English,Japanese,Of course she passed the test.
2348,ja,Japanese,Japanese,もちろん、彼女は試験に合格した。
2349,eng_Latn,English,Japanese,You wanna redeem yourself?
2349,ja,Japanese,Japanese,汚名返上を?
2350,eng_Latn,English,Japanese,And when will you leave me?
2350,ja,Japanese,Japanese,いつ　発つの？
2351,eng_Latn,English,Japanese,"""Anti-authority, anti-social..."""
2351,ja,Japanese,Japanese,反政府　反社会的...
2352,eng_Latn,English,Japanese,"Okay, open it up."
2352,ja,Japanese,Japanese,よし　開けろ
2353,eng_Latn,English,Japanese,Who gave you the black eye?
2353,ja,Japanese,Japanese,目の黒あざは誰にやられた？
2354,eng_Latn,English,Japanese,Access to Area 6 denied.
2354,ja,Japanese,Japanese,""" エリァ 6 アクセス　拒否"""
2355,eng_Latn,English,Japanese,That's everything that you'd find in a can of cat food.
2355,ja,Japanese,Japanese,鶏レバー これを考えるとキャットフードの
2356,eng_Latn,English,Japanese,"That's all my sauce needed, was just a little more salt."
2356,ja,Japanese,Japanese,俺のソースに必要なのは もう少しの塩だったんだ
2357,eng_Latn,English,Japanese,Spend the night there. Come back here in the morning.
2357,ja,Japanese,Japanese,そこで夜を過し 朝に戻ろう
2358,eng_Latn,English,Japanese,"Isaac, does Support Group Hazel make this better or worse?"
2358,ja,Japanese,Japanese,サポートグループの ヘイゼルに来てもらうか？
2359,eng_Latn,English,Japanese,What do you like?
2359,ja,Japanese,Japanese,何が好き？
2360,eng_Latn,English,Japanese,"July 24, 2010."
2360,ja,Japanese,Japanese,2010年7月24日
2361,eng_Latn,English,Japanese,"Indeed, those who do not believe in the verses of Allah - Allah will not guide them, and for them is a painful punishment."
2361,ja,Japanese,Japanese,本当にアッラーの印を信じない者は，アッラーはこれを御導きになられない。かれらには痛ましい懲罰があろう。
2362,eng_Latn,English,Japanese,"But in the meantime, no one with a badge goes near that man."
2362,ja,Japanese,Japanese,それまで警官は 誰も近づかないで
2363,eng_Latn,English,Japanese,"- Yeah, about that."
2363,ja,Japanese,Japanese,- そう、でも
2364,eng_Latn,English,Japanese,Do you still think it's a great sale day?
2364,ja,Japanese,Japanese,そのくらいで すごい売上なん？
2365,eng_Latn,English,Japanese,They've never once in the history of the Seven Kingdoms sent their army this far north.
2365,ja,Japanese,Japanese,彼らは歴史上自分の軍隊を ここまで北上させたことはない
2366,eng_Latn,English,Japanese,- Doing my best. - Your best?
2366,ja,Japanese,Japanese,「精一杯やってる」 「精一杯だと」
2367,eng_Latn,English,Japanese,"As the proverb says, ""Time is money."""
2367,ja,Japanese,Japanese,ことわざにもあるように、「時は金なり」だ。
2368,eng_Latn,English,Japanese,Come to me.
2368,ja,Japanese,Japanese,こっちに来て
2369,eng_Latn,English,Japanese,Why don't we go with socks?
2369,ja,Japanese,Japanese,- ソックスを 靴下にしない？
2370,eng_Latn,English,Japanese,"He apologizes, but he's stuck in traffic He's just a few blocks away."
2370,ja,Japanese,Japanese,申し訳ありませんが 渋滞で遅れるとの事です
2371,eng_Latn,English,Japanese,Any advance?
2371,ja,Japanese,Japanese,さらに お声は？
2372,eng_Latn,English,Japanese,They said it was... in my genes.
2372,ja,Japanese,Japanese,それは私の遺伝子にあるものらしい...
2373,eng_Latn,English,Japanese,He came to kill my patient.
2373,ja,Japanese,Japanese,私の患者を殺した
2374,eng_Latn,English,Japanese,I am going to need a bigger bag.
2374,ja,Japanese,Japanese,もっとでっかい袋がいるな！
2375,eng_Latn,English,Japanese,My father...
2375,ja,Japanese,Japanese,俺の父親は...
2376,eng_Latn,English,Japanese,And the German lady.
2376,ja,Japanese,Japanese,ドイツ人女性、それに手袋も
2377,eng_Latn,English,Japanese,- She has the spark.
2377,ja,Japanese,Japanese,-　才気がある
2378,eng_Latn,English,Japanese,What's the connection?
2378,ja,Japanese,Japanese,繋がりは？
2379,eng_Latn,English,Japanese,Let Doc have a quick look at her.
2379,ja,Japanese,Japanese,ドクに診てもらいましょ
2380,eng_Latn,English,Japanese,I didn't know we were picking sides.
2380,ja,Japanese,Japanese,派閥があるとは知りませんでした
2381,eng_Latn,English,Japanese,Your father's samurai have always treated me as well as can be expected.
2381,ja,Japanese,Japanese,お父上は いつも 望むようにして下さいます
2382,eng_Latn,English,Japanese,A girl wants to serve herself.
2382,ja,Japanese,Japanese,少女は自分自身に仕えたい
2383,eng_Latn,English,Japanese,No audio output
2383,ja,Japanese,Japanese,オーディオ出力なし
2384,eng_Latn,English,Japanese,Does it start something like that?
2384,ja,Japanese,Japanese,そんな感じでやるか?
2385,eng_Latn,English,Japanese,You want me to be your spy?
2385,ja,Japanese,Japanese,スパイになれと？
2386,eng_Latn,English,Japanese,You live here?
2386,ja,Japanese,Japanese,君の部屋？
2387,eng_Latn,English,Japanese,We heard the Volturi were moving against you.
2387,ja,Japanese,Japanese,ヴォルツーリと対立してると聞いたが
2388,eng_Latn,English,Japanese,"- Tell this man if he does not shoot me, I will kill him!"
2388,ja,Japanese,Japanese,- その男に言え... 俺を撃たれなければ... 俺が殺す
2389,eng_Latn,English,Japanese,"Nor can there be any cause for reproach against those who, when they came to you asking for mounts to go to the battlefront, and when you said that you had no mounts for them, they went back, their eyes overflowing with tears, grieving that they had no resources to enable them to take part in fighting."
2389,ja,Japanese,Japanese,またあなたに（戦のための）乗り物を求めて来たとき，あなたが「わたしにはあなたがたに提供する乗り物がない。」と告げると，両目に涙をたたえて（馬などを購入する）資金のないことを悲しんで帰っていく人びと（も非難される筋はない）。
2390,eng_Latn,English,Japanese,"They ain't tough enough, smart enough or fast enough."
2390,ja,Japanese,Japanese,奴らは　タフでもなく 賢くも　素早くも無い
2391,eng_Latn,English,Japanese,Come here. Heh.
2391,ja,Japanese,Japanese,こっちこいよ
2392,eng_Latn,English,Japanese,I hired you because i thought you were cute.
2392,ja,Japanese,Japanese,美人だと思って 君を雇ったんだ
2393,eng_Latn,English,Japanese,- Don't worry about that.
2393,ja,Japanese,Japanese,ええ、いつでも良いわ ライザの、ためだもの
2394,eng_Latn,English,Japanese,- Dad gave you this?
2394,ja,Japanese,Japanese,- パパがくれたの？
2395,eng_Latn,English,Japanese,I'm content with my salary.
2395,ja,Japanese,Japanese,自分の給料に満足しているよ。
2396,eng_Latn,English,Japanese,Take a look at this knife.
2396,ja,Japanese,Japanese,よく見てくれ
2397,eng_Latn,English,Japanese,"You know, I'm not even sure I'm in the right tuning."
2397,ja,Japanese,Japanese,チューニング（調律）が合ってないな？ ちょっと、合わせるね
2398,eng_Latn,English,Japanese,I can't stand it anymore!
2398,ja,Japanese,Japanese,もう我慢できない！
2399,eng_Latn,English,Japanese,Who are you working with?
2399,ja,Japanese,Japanese,誰と一緒に働いていますか？
2400,eng_Latn,English,Japanese,Her death would be a great victory for us.
2400,ja,Japanese,Japanese,彼女の死は我々を勝利に導く
2401,eng_Latn,English,Japanese,Your next operation.
2401,ja,Japanese,Japanese,あなたの次の操作。
2402,eng_Latn,English,Japanese,Special forces?
2402,ja,Japanese,Japanese,特殊部隊？
2403,eng_Latn,English,Japanese,That shouldn't be a problem.
2403,ja,Japanese,Japanese,それは心配しないで
2404,eng_Latn,English,Japanese,"Jesus, no wonder you stay at home."
2404,ja,Japanese,Japanese,こりゃぁ　家に居たくなるのも 無理ないな
2405,eng_Latn,English,Japanese,Her innocence.
2405,ja,Japanese,Japanese,彼女の無邪気さ
2406,eng_Latn,English,Japanese,- Why are we retreating?
2406,ja,Japanese,Japanese,- 何で撤退してる？
2407,eng_Latn,English,Japanese,She looked at me in amusement.
2407,ja,Japanese,Japanese,彼女はおかしそうに私を見た。
2408,eng_Latn,English,Japanese,I need a new robot now.
2408,ja,Japanese,Japanese,新しいロボがいる
2409,eng_Latn,English,Japanese,Why did you stop me?
2409,ja,Japanese,Japanese,なぜ止めた？
2410,eng_Latn,English,Japanese,You remember what I told you to do when there's danger?
2410,ja,Japanese,Japanese,危険が迫ってるとき 何をするか話したわよね
2411,eng_Latn,English,Japanese,He was tired from walking round museums.
2411,ja,Japanese,Japanese,彼は美術館巡りでつかれていた。
2412,eng_Latn,English,Japanese,She was brought up by her grandmother.
2412,ja,Japanese,Japanese,彼女は彼女の祖母に育てられた。
2413,eng_Latn,English,Japanese,Now you're saying I work for it?
2413,ja,Japanese,Japanese,私がそれの為に 役立つと言ってるの？
2414,eng_Latn,English,Japanese,"It's a hypothesis,"
2414,ja,Japanese,Japanese,仮説だが...
2415,eng_Latn,English,Japanese,"But if ye do it not, --and by no means ye shall, --then dread the Fire, the fuel whereof is men and stones, gotten ready for the infidels."
2415,ja,Japanese,Japanese,もしあなたがたが出来ないならば，いや，出来るはずもないのだが，それならば，人間と石を燃料とする地獄の業火を恐れなさい。それは不信心者のために用意されている。
2416,eng_Latn,English,Japanese,"From the look on your face,"
2416,ja,Japanese,Japanese,ちょっと どころじゃ無さそうね
2417,eng_Latn,English,Japanese,"If I help you, I'll be arrested."
2417,ja,Japanese,Japanese,あなたを助けたら 私が捕まる
2418,eng_Latn,English,Japanese,"Milady took this mountain away from the gods, the boars and beasts!"
2418,ja,Japanese,Japanese,金になると分かって手を出しやがって!
2419,eng_Latn,English,Japanese,You proved your point.
2419,ja,Japanese,Japanese,言いたいことは分かる。
2420,eng_Latn,English,Japanese,OCSP responder signature:
2420,ja,Japanese,Japanese,OCSP レスポンダの署名:
2421,eng_Latn,English,Japanese,- Fuck you!
2421,ja,Japanese,Japanese,くそったれ！ くそったれ！
2422,eng_Latn,English,Japanese,He also claims that the two detectives threw him down a half a flight of stairs.
2422,ja,Japanese,Japanese,逮捕の刑事に 階段から突き落とされた
2423,eng_Latn,English,Japanese,"Yeah, Gilligan, if you don't mind."
2423,ja,Japanese,Japanese,ギリガン それで 良よければ
2424,eng_Latn,English,Japanese,"Right before he did it, his eyes were so sad and lonely."
2424,ja,Japanese,Japanese,撃つ前の彼の目は すごく孤独で悲しげだった
2425,eng_Latn,English,Japanese,Date and Time Control Module
2425,ja,Japanese,Japanese,日付と時刻の設定モジュールName
2426,eng_Latn,English,Japanese,Shut the door!
2426,ja,Japanese,Japanese,ドアを閉めて！
2427,eng_Latn,English,Japanese,I'll tell the Governor our grant money is in good hands.
2427,ja,Japanese,Japanese,私が知事に話します 我々の補助金は 信頼できる人に委ねたと
2428,eng_Latn,English,Japanese,"Thanks, Professor."
2428,ja,Japanese,Japanese,教授、有難う
2429,eng_Latn,English,Japanese,I believe I do.
2429,ja,Japanese,Japanese,ええ、上がってますよ
2430,eng_Latn,English,Japanese,I want to say it was a privilege to have known this true giant of a man.
2430,ja,Japanese,Japanese,私は光栄に思います 真に偉大な男と知り合えたことを
2431,eng_Latn,English,Japanese,"Right after the guilt comes roaring in, I feel like such a shit"
2431,ja,Japanese,Japanese,罪の意識で最悪な気分に
2432,eng_Latn,English,Japanese,"The most versatile substance on the planet, and they used it to make a Frisbee."
2432,ja,Japanese,Japanese,地球上で最も用途の広い 物質だ これでフリスビーを 造るとは
2433,eng_Latn,English,Japanese,I don't think your kids loved you 'cause of your looks.
2433,ja,Japanese,Japanese,子供達は外見を 気にしない
2434,eng_Latn,English,Japanese,I just received a transmission.
